customer_id,total_revenue,total_transactions,customer_tenure_days,is_churned,customer_ltv,churn_probability,churn_risk_level,R_score,F_score,M_score,segment
CUST_001228,796.3199999999999,10,283,0,796.3199999999999,0.0018391763955745,Low,4.0,3.0,2.0,Loyal Customers
CUST_001229,2875.32,10,283,0,2875.32,0.0004428018214257,Low,1.0,3.0,4.0,At Risk
CUST_001230,1288.11,10,282,0,1288.11,0.0004213622807912,Low,4.0,3.0,3.0,Loyal Customers
CUST_001231,3930.98,10,280,0,3930.98,0.0010654636549411,Low,4.0,3.0,4.0,Loyal Customers
CUST_001232,1400.67,10,280,0,1400.67,0.0010783443169023,Low,4.0,3.0,3.0,Loyal Customers
CUST_001233,954.37,10,279,0,954.37,0.0007358835189944,Low,5.0,3.0,3.0,Loyal Customers
CUST_001234,448.85,10,278,0,448.85,0.0007486354006735,Low,5.0,3.0,2.0,Loyal Customers
CUST_001235,2450.09,10,278,0,2450.09,0.0002654296765288,Low,4.0,3.0,4.0,Loyal Customers
CUST_001236,25380.61,10,277,0,25380.61,0.0002999043232984,Low,5.0,3.0,5.0,Loyal Customers
CUST_001237,2872.12,10,277,0,2872.12,0.0001803836227059,Low,5.0,3.0,4.0,Loyal Customers
CUST_001238,3923.58,10,276,0,3923.58,0.0005738189039762,Low,5.0,3.0,4.0,Loyal Customers
CUST_001239,6248.26,10,275,0,6248.26,0.0002384092612847,Low,5.0,3.0,5.0,Loyal Customers
CUST_001240,7759.79,10,275,0,7759.79,0.0007898822302774,Low,5.0,3.0,5.0,Loyal Customers
CUST_001241,7629.51,8,275,1,7629.51,0.2042725236006654,Low,1.0,3.0,5.0,At Risk
CUST_001242,736.2,10,274,0,736.2,0.0003306876191514,Low,5.0,3.0,2.0,Loyal Customers
CUST_001243,22120.95,10,274,0,22120.95,5.5612420643466296e-05,Low,5.0,3.0,5.0,Loyal Customers
CUST_001244,8935.11,10,274,0,8935.11,0.0002033058807232,Low,5.0,3.0,5.0,Loyal Customers
CUST_001245,954.27,10,273,0,954.27,0.0003290106083025,Low,5.0,3.0,3.0,Loyal Customers
CUST_001246,629.8100000000001,8,273,1,629.8100000000001,0.2887100452597086,Low,1.0,3.0,2.0,At Risk
CUST_001247,815.98,10,273,0,815.98,0.0005474674441548,Low,5.0,3.0,2.0,Loyal Customers
CUST_001248,1215.27,10,273,0,1215.27,0.0004770246183668,Low,5.0,3.0,3.0,Loyal Customers
CUST_001249,5696.64,8,273,1,5696.64,0.2088827119403748,Low,1.0,3.0,5.0,At Risk
CUST_001250,2047.72,10,272,0,2047.72,0.0016438810816391,Low,5.0,3.0,3.0,Loyal Customers
CUST_001251,6500.16,10,272,0,6500.16,0.0003188051198159,Low,5.0,3.0,5.0,Loyal Customers
CUST_001252,13799.22,5,272,1,13799.22,0.9999884882425464,High,1.0,2.0,5.0,Hibernating
CUST_001253,494.38,10,272,0,494.38,0.000399442627875,Low,5.0,3.0,2.0,Loyal Customers
CUST_001254,2681.96,9,271,0,2681.96,0.0046569525131802,Low,2.0,3.0,4.0,At Risk
CUST_001255,6779.01,9,271,0,6779.01,0.0072589035151521,Low,2.0,3.0,5.0,At Risk
CUST_001256,5422.02,9,269,0,5422.02,0.0052091638198756,Low,1.0,3.0,4.0,At Risk
CUST_001257,1462.03,9,269,0,1462.03,0.007126670904551,Low,1.0,3.0,3.0,At Risk
CUST_001258,8260.43,9,268,0,8260.43,0.0054136808373941,Low,2.0,3.0,5.0,At Risk
CUST_001259,2047.74,9,267,0,2047.74,0.0028864055521673,Low,2.0,3.0,4.0,At Risk
CUST_001260,1353.78,9,267,0,1353.78,0.0029189344306656,Low,2.0,3.0,3.0,At Risk
CUST_001261,557.62,9,266,0,557.62,0.005917822339486,Low,2.0,3.0,2.0,At Risk
CUST_001262,903.59,9,266,0,903.59,0.0050510476946509,Low,2.0,3.0,3.0,At Risk
CUST_001263,595.82,9,266,0,595.82,0.0044375662697842,Low,2.0,3.0,2.0,At Risk
CUST_001264,22136.85,9,266,0,22136.85,0.0044185082410537,Low,2.0,3.0,5.0,At Risk
CUST_001265,19434.22,9,266,0,19434.22,0.0027478965953685,Low,2.0,3.0,5.0,At Risk
CUST_001266,6567.07,9,266,0,6567.07,0.0041047914564274,Low,2.0,3.0,5.0,At Risk
CUST_001267,223.99,3,266,1,223.99,0.9999971450827494,High,1.0,2.0,1.0,Hibernating
CUST_001268,4582.47,9,266,0,4582.47,0.0043402683151338,Low,2.0,3.0,4.0,At Risk
CUST_001269,786.87,9,265,0,786.87,0.003891865429722,Low,2.0,3.0,2.0,At Risk
CUST_001270,3427.44,9,264,0,3427.44,0.0056362445035785,Low,2.0,3.0,4.0,At Risk
CUST_001271,3667.8,9,264,0,3667.8,0.0025220693926636,Low,2.0,3.0,4.0,At Risk
CUST_001272,1282.77,9,263,0,1282.77,0.0018511382902575,Low,1.0,3.0,3.0,At Risk
CUST_001273,2877.18,9,263,0,2877.18,0.0038703105652942,Low,2.0,3.0,4.0,At Risk
CUST_001274,1171.83,9,262,0,1171.83,0.0014517245250993,Low,2.0,3.0,3.0,At Risk
CUST_001275,704.8199999999999,9,261,0,704.8199999999999,0.0022657702437343,Low,3.0,3.0,2.0,Promising
CUST_001276,408.6,9,261,0,408.6,0.004711155301755,Low,3.0,3.0,2.0,Promising
CUST_001277,9757.95,9,260,0,9757.95,0.0025496166466753,Low,3.0,3.0,5.0,Potential Loyalists
CUST_001278,11164.44,9,258,0,11164.44,0.0007003323393756,Low,3.0,3.0,5.0,Potential Loyalists
CUST_001279,643.72,9,258,0,643.72,0.0032806446271402,Low,3.0,3.0,2.0,Promising
CUST_001280,1625.79,9,258,0,1625.79,0.0023069886706653,Low,3.0,3.0,3.0,Potential Loyalists
CUST_001281,755.23,3,258,1,755.23,0.9999970883798408,High,1.0,1.0,2.0,Hibernating
CUST_001282,705.94,9,257,0,705.94,0.0021620837321251,Low,3.0,3.0,2.0,Promising
CUST_001283,851.24,9,257,0,851.24,0.0013726208297102,Low,3.0,3.0,2.0,Promising
CUST_001284,347.99,8,257,0,347.99,0.0487731103612741,Low,1.0,3.0,2.0,At Risk
CUST_001285,8964.17,9,257,0,8964.17,0.002291858092587,Low,4.0,3.0,5.0,Loyal Customers
CUST_001286,2974.37,9,257,0,2974.37,0.0010152218362703,Low,3.0,3.0,4.0,Potential Loyalists
CUST_001287,1287.78,9,256,0,1287.78,0.0015507321754401,Low,3.0,3.0,3.0,Potential Loyalists
CUST_001288,2435.06,9,256,0,2435.06,0.0005802395498804,Low,3.0,3.0,4.0,Potential Loyalists
CUST_001289,2507.51,9,255,0,2507.51,0.0016900408052586,Low,3.0,3.0,4.0,Potential Loyalists
CUST_001290,2387.36,9,255,0,2387.36,0.0009342534837871,Low,3.0,3.0,4.0,Potential Loyalists
CUST_001291,7774.62,9,254,0,7774.62,0.0007047881433153,Low,3.0,3.0,5.0,Potential Loyalists
CUST_001292,1525.49,9,254,0,1525.49,0.0003616047832952,Low,4.0,3.0,3.0,Loyal Customers
CUST_001293,2711.48,9,254,0,2711.48,0.0007008704125131,Low,4.0,3.0,4.0,Loyal Customers
CUST_001294,1239.47,9,253,0,1239.47,0.0005434772834511,Low,4.0,3.0,3.0,Loyal Customers
CUST_001295,1440.56,6,253,1,1440.56,0.9455212508458272,High,1.0,2.0,3.0,Hibernating
CUST_001296,5156.56,9,253,0,5156.56,0.0011853814501852,Low,4.0,3.0,4.0,Loyal Customers
CUST_001297,1449.09,9,252,0,1449.09,0.0005382968889,Low,4.0,3.0,3.0,Loyal Customers
CUST_001298,3544.49,9,252,0,3544.49,0.0007079130076963,Low,4.0,3.0,4.0,Loyal Customers
CUST_001299,2450.26,9,252,0,2450.26,0.0007296669344431,Low,4.0,3.0,4.0,Loyal Customers
CUST_001300,479.26,9,251,0,479.26,0.0007021129751232,Low,4.0,3.0,2.0,Loyal Customers
CUST_001301,233.46,9,251,0,233.46,0.0015371064660922,Low,4.0,3.0,1.0,Loyal Customers
CUST_001302,650.54,9,250,0,650.54,0.001251391315783,Low,4.0,3.0,2.0,Loyal Customers
CUST_001303,2580.37,9,250,0,2580.37,0.0013488777639861,Low,4.0,3.0,4.0,Loyal Customers
CUST_001304,591.57,9,250,0,591.57,0.0007772889804997,Low,5.0,3.0,2.0,Loyal Customers
CUST_001305,619.55,9,250,0,619.55,0.0025315352133551,Low,4.0,3.0,2.0,Loyal Customers
CUST_001306,770.29,9,249,0,770.29,0.0010250011481406,Low,4.0,3.0,2.0,Loyal Customers
CUST_001307,1073.4,5,249,1,1073.4,0.9957036163908196,High,1.0,2.0,3.0,Hibernating
CUST_001308,598.5799999999999,9,249,0,598.5799999999999,0.0018097576590118,Low,4.0,3.0,2.0,Loyal Customers
CUST_001309,368.09,9,248,0,368.09,0.0009807990179177,Low,5.0,3.0,2.0,Loyal Customers
CUST_001310,622.46,9,248,0,622.46,0.0019024775246052,Low,4.0,3.0,2.0,Loyal Customers
CUST_001311,4975.09,9,247,0,4975.09,0.0015979341458762,Low,5.0,3.0,4.0,Loyal Customers
CUST_001312,7226.519999999999,9,247,0,7226.519999999999,0.0003165362678973,Low,4.0,3.0,5.0,Loyal Customers
CUST_001313,15625.12,9,247,0,15625.12,0.0002523253152632,Low,5.0,3.0,5.0,Loyal Customers
CUST_001314,2643.53,9,247,0,2643.53,0.0002644141019417,Low,5.0,3.0,4.0,Loyal Customers
CUST_001315,634.72,9,246,0,634.72,0.0015653496022063,Low,5.0,3.0,2.0,Loyal Customers
CUST_001316,2505.06,9,245,0,2505.06,0.0002737640248909,Low,5.0,3.0,4.0,Loyal Customers
CUST_001317,336.57,9,245,0,336.57,0.0004146243768495,Low,5.0,3.0,1.0,Loyal Customers
CUST_001318,1739.51,9,244,0,1739.51,0.0004474508089034,Low,5.0,3.0,3.0,Loyal Customers
CUST_001319,8670.06,9,244,0,8670.06,0.0004188228593683,Low,5.0,3.0,5.0,Loyal Customers
CUST_001320,2692.48,9,244,0,2692.48,0.0001470905958214,Low,5.0,3.0,4.0,Loyal Customers
CUST_001321,510.05,9,243,0,510.05,0.0025609925613349,Low,5.0,3.0,2.0,Loyal Customers
CUST_001322,1233.35,9,243,0,1233.35,0.000334566426816,Low,1.0,3.0,3.0,At Risk
CUST_001323,726.66,9,243,0,726.66,0.0004981533164942,Low,5.0,3.0,2.0,Loyal Customers
CUST_001324,2606.89,9,242,0,2606.89,0.0001256207656175,Low,5.0,3.0,4.0,Loyal Customers
CUST_001325,1917.98,9,242,0,1917.98,0.000200349288101,Low,5.0,3.0,3.0,Loyal Customers
CUST_001326,586.85,9,242,0,586.85,0.000894097949667,Low,1.0,3.0,2.0,At Risk
CUST_001327,406.38,8,241,0,406.38,0.0057920364445962,Low,1.0,3.0,2.0,At Risk
CUST_001328,1413.83,8,241,0,1413.83,0.0020383221187102,Low,2.0,3.0,3.0,At Risk
CUST_001329,5994.83,8,240,0,5994.83,0.0111701282126286,Low,1.0,3.0,5.0,At Risk
CUST_001330,2400.82,8,240,0,2400.82,0.0055015865934628,Low,1.0,3.0,3.0,At Risk
CUST_001331,5657.82,8,240,0,5657.82,0.0051077810926162,Low,2.0,3.0,5.0,At Risk
CUST_001332,1155.1,8,239,0,1155.1,0.0026085112814009,Low,2.0,3.0,3.0,At Risk
CUST_001333,730.62,8,239,0,730.62,0.0042718221121016,Low,2.0,3.0,2.0,At Risk
CUST_001334,2170.57,8,238,0,2170.57,0.0019251407582065,Low,2.0,3.0,4.0,At Risk
CUST_001335,581.11,8,237,0,581.11,0.0031807073818477,Low,2.0,3.0,2.0,At Risk
CUST_001336,608.38,8,237,0,608.38,0.009998053878588,Low,2.0,3.0,2.0,At Risk
CUST_001337,665.2,8,236,0,665.2,0.0099539136907229,Low,2.0,3.0,2.0,At Risk
CUST_001338,249.14,8,236,0,249.14,0.0053592151810398,Low,2.0,3.0,1.0,At Risk
CUST_001339,259.0,8,235,0,259.0,0.0061734602062326,Low,2.0,3.0,1.0,At Risk
CUST_001340,322.49,3,235,1,322.49,0.9998928831792268,High,1.0,2.0,1.0,Hibernating
CUST_001341,5660.18,8,234,0,5660.18,0.0025408467567482,Low,2.0,3.0,5.0,At Risk
CUST_001342,503.08,8,234,0,503.08,0.0153693719190698,Low,2.0,3.0,2.0,At Risk
CUST_001343,472.77,8,233,0,472.77,0.0034246255140015,Low,2.0,3.0,2.0,At Risk
CUST_001344,1871.29,8,232,0,1871.29,0.0019235129130421,Low,3.0,3.0,3.0,Potential Loyalists
CUST_001345,1405.63,8,232,0,1405.63,0.0013593015235051,Low,2.0,3.0,3.0,At Risk
CUST_001346,1889.45,8,230,0,1889.45,0.0008186635015618,Low,3.0,3.0,3.0,Potential Loyalists
CUST_001347,818.79,8,230,0,818.79,0.0023783375023588,Low,3.0,3.0,2.0,Promising
CUST_001348,948.87,8,230,0,948.87,0.0019765794426721,Low,3.0,3.0,3.0,Potential Loyalists
CUST_001349,262.22,8,230,0,262.22,0.003855895110312,Low,3.0,3.0,1.0,Need Attention
CUST_001350,4439.01,8,230,0,4439.01,0.0036768432640856,Low,3.0,3.0,4.0,Potential Loyalists
CUST_001351,10206.43,8,230,0,10206.43,0.0010959893106466,Low,3.0,3.0,5.0,Potential Loyalists
CUST_001352,584.51,8,230,0,584.51,0.0025300333199072,Low,3.0,3.0,2.0,Promising
CUST_001353,6900.94,8,230,0,6900.94,0.0014652060793535,Low,3.0,3.0,5.0,Potential Loyalists
CUST_001354,473.53,8,230,0,473.53,0.0021038848442173,Low,3.0,3.0,2.0,Promising
CUST_001355,506.69,8,229,0,506.69,0.0027845863036557,Low,3.0,3.0,2.0,Promising
CUST_001356,1180.2,8,228,0,1180.2,0.0010241051352335,Low,3.0,3.0,3.0,Potential Loyalists
CUST_001357,521.12,8,228,0,521.12,0.0040795236673982,Low,3.0,3.0,2.0,Promising
CUST_001358,403.11,8,228,0,403.11,0.0032384451522206,Low,3.0,3.0,2.0,Promising
CUST_001359,12996.5,8,227,0,12996.5,0.0007544485736576,Low,3.0,3.0,5.0,Potential Loyalists
CUST_001360,805.42,8,227,0,805.42,0.0022193179962984,Low,4.0,3.0,2.0,Loyal Customers
CUST_001361,5611.28,8,227,0,5611.28,0.0006682992429147,Low,4.0,3.0,5.0,Loyal Customers
CUST_001362,1040.36,8,227,0,1040.36,0.0016324211939708,Low,4.0,3.0,3.0,Loyal Customers
CUST_001363,238.47,8,226,0,238.47,0.0016229665759565,Low,3.0,3.0,1.0,Need Attention
CUST_001364,460.78,8,226,0,460.78,0.0024638729998698,Low,4.0,3.0,2.0,Loyal Customers
CUST_001365,2429.89,8,226,0,2429.89,0.0007669599966224,Low,4.0,3.0,4.0,Loyal Customers
CUST_001366,679.05,5,225,1,679.05,0.9685437508946608,High,1.0,2.0,2.0,Hibernating
CUST_001367,11621.02,8,224,0,11621.02,0.0008650007221175,Low,3.0,3.0,5.0,Potential Loyalists
CUST_001368,3249.45,8,224,0,3249.45,0.001029333555984,Low,4.0,3.0,4.0,Loyal Customers
CUST_001369,1231.37,8,224,0,1231.37,0.0015227313526858,Low,3.0,3.0,3.0,Potential Loyalists
CUST_001370,347.01,8,223,0,347.01,0.0010354852986964,Low,4.0,3.0,2.0,Loyal Customers
CUST_001371,618.1800000000001,8,223,0,618.1800000000001,0.0013567323579713,Low,4.0,3.0,2.0,Loyal Customers
CUST_001372,748.84,8,222,0,748.84,0.0022180532193357,Low,4.0,3.0,2.0,Loyal Customers
CUST_001373,5075.39,8,222,0,5075.39,0.0008189428768432,Low,4.0,3.0,5.0,Loyal Customers
CUST_001374,278.25,8,222,0,278.25,0.0026953162938468,Low,4.0,3.0,1.0,Loyal Customers
CUST_001375,1287.76,8,222,0,1287.76,0.0008482061845104,Low,4.0,3.0,3.0,Loyal Customers
CUST_001376,1980.7,8,221,0,1980.7,0.0003688004396423,Low,4.0,3.0,4.0,Loyal Customers
CUST_001377,786.25,8,221,0,786.25,0.0007048560478657,Low,4.0,3.0,2.0,Loyal Customers
CUST_001378,236.72,8,220,0,236.72,0.0017999585997498,Low,4.0,3.0,1.0,Loyal Customers
CUST_001379,3024.95,8,219,0,3024.95,0.0004439871381316,Low,5.0,3.0,4.0,Loyal Customers
CUST_001380,276.83,8,218,0,276.83,0.0024849910330666,Low,4.0,3.0,1.0,Loyal Customers
CUST_001381,298.72,8,218,0,298.72,0.0009588257933692,Low,1.0,3.0,1.0,At Risk
CUST_001382,1363.86,8,217,0,1363.86,0.0004242276545576,Low,5.0,3.0,3.0,Loyal Customers
CUST_001383,19393.67,8,217,0,19393.67,0.0002482485483502,Low,5.0,3.0,5.0,Loyal Customers
CUST_001384,559.79,8,216,0,559.79,0.0008079025372205,Low,5.0,3.0,2.0,Loyal Customers
CUST_001385,2187.62,8,216,0,2187.62,0.0004613009183968,Low,5.0,3.0,4.0,Loyal Customers
CUST_001386,332.12,8,216,0,332.12,0.0004697914944375,Low,5.0,3.0,1.0,Loyal Customers
CUST_001387,1211.32,8,216,0,1211.32,0.0004047355486305,Low,5.0,3.0,3.0,Loyal Customers
CUST_001388,1982.65,8,215,0,1982.65,0.0001378220097341,Low,5.0,3.0,4.0,Loyal Customers
CUST_001389,392.94,8,215,0,392.94,0.0008656845350416,Low,5.0,3.0,2.0,Loyal Customers
CUST_001390,326.29,8,214,0,326.29,0.0006454403983137,Low,5.0,3.0,1.0,Loyal Customers
CUST_001391,7407.3,8,214,0,7407.3,0.0007010414923046,Low,5.0,3.0,5.0,Loyal Customers
CUST_001392,4931.54,8,214,0,4931.54,0.0008685197118015,Low,5.0,3.0,4.0,Loyal Customers
CUST_001393,392.08,8,214,0,392.08,0.0011113784559579,Low,5.0,3.0,2.0,Loyal Customers
CUST_001394,334.78,8,213,0,334.78,0.0005576037444691,Low,1.0,3.0,1.0,At Risk
CUST_001395,9490.2,8,213,0,9490.2,0.0002385463911949,Low,1.0,3.0,5.0,At Risk
CUST_001396,22186.88,8,213,0,22186.88,7.079912123833511e-05,Low,5.0,3.0,5.0,Loyal Customers
CUST_001397,747.83,8,213,0,747.83,0.0005835392855677,Low,5.0,3.0,2.0,Loyal Customers
CUST_001398,1259.24,8,212,0,1259.24,0.0001348536340027,Low,5.0,3.0,3.0,Loyal Customers
CUST_001399,2036.34,8,212,0,2036.34,0.0002013707312175,Low,5.0,3.0,4.0,Loyal Customers
CUST_001400,739.24,8,212,0,739.24,0.000243635200123,Low,5.0,3.0,2.0,Loyal Customers
CUST_001401,7406.63,8,212,0,7406.63,0.0001293918939148,Low,5.0,3.0,5.0,Loyal Customers
CUST_001402,15046.41,8,212,0,15046.41,0.0001510884677544,Low,5.0,3.0,5.0,Loyal Customers
CUST_001403,10414.2,7,211,0,10414.2,0.0058744623118058,Low,1.0,3.0,5.0,At Risk
CUST_001404,486.02,7,211,0,486.02,0.0085508356673244,Low,1.0,2.0,2.0,Hibernating
CUST_001405,1986.45,7,211,0,1986.45,0.0040975556490305,Low,2.0,3.0,4.0,At Risk
CUST_001406,1019.5,7,210,0,1019.5,0.0059901539770186,Low,1.0,3.0,3.0,At Risk
CUST_001407,388.84,7,210,0,388.84,0.0174897021106012,Low,1.0,3.0,1.0,At Risk
CUST_001408,6589.59,7,210,0,6589.59,0.0043607964157891,Low,1.0,3.0,5.0,At Risk
CUST_001409,574.1800000000001,7,210,0,574.1800000000001,0.0120016274263408,Low,2.0,3.0,2.0,At Risk
CUST_001410,276.28,7,210,0,276.28,0.0072025492562308,Low,2.0,3.0,1.0,At Risk
CUST_001411,459.64,7,210,0,459.64,0.0106314001767315,Low,1.0,3.0,2.0,At Risk
CUST_001412,389.41,7,209,0,389.41,0.0252513598738453,Low,1.0,2.0,1.0,Hibernating
CUST_001413,3913.22,7,209,0,3913.22,0.0053250447250171,Low,2.0,3.0,4.0,At Risk
CUST_001414,374.8,5,209,1,374.8,0.8702457549097103,High,1.0,2.0,1.0,Hibernating
CUST_001415,283.35,7,208,0,283.35,0.0065519988534333,Low,2.0,3.0,1.0,At Risk
CUST_001416,1102.41,7,208,0,1102.41,0.0024492761867647,Low,2.0,3.0,3.0,At Risk
CUST_001417,554.59,7,208,0,554.59,0.0098992531907947,Low,2.0,3.0,2.0,At Risk
CUST_001418,6076.31,7,208,0,6076.31,0.0041424108028117,Low,2.0,3.0,5.0,At Risk
CUST_001419,723.27,7,207,0,723.27,0.0049748787457659,Low,2.0,3.0,2.0,At Risk
CUST_001420,319.18,7,207,0,319.18,0.0032013660853155,Low,2.0,3.0,1.0,At Risk
CUST_001421,3290.88,7,207,0,3290.88,0.0037048931836256,Low,2.0,3.0,4.0,At Risk
CUST_001422,12291.12,7,207,0,12291.12,0.0022610624021649,Low,2.0,3.0,5.0,At Risk
CUST_001423,543.48,7,206,0,543.48,0.0037030940439541,Low,2.0,3.0,2.0,At Risk
CUST_001424,660.62,7,205,0,660.62,0.0088811354259732,Low,2.0,3.0,2.0,At Risk
CUST_001425,404.19,7,205,0,404.19,0.0064696273178165,Low,2.0,3.0,2.0,At Risk
CUST_001426,478.01,7,205,0,478.01,0.0046465749449644,Low,2.0,3.0,2.0,At Risk
CUST_001427,7339.77,7,204,0,7339.77,0.0036385982101023,Low,2.0,3.0,5.0,At Risk
CUST_001428,859.34,7,204,0,859.34,0.0048057318498801,Low,1.0,3.0,2.0,At Risk
CUST_001429,534.15,7,203,0,534.15,0.0045649951335729,Low,2.0,3.0,2.0,At Risk
CUST_001430,629.3299999999999,7,203,0,629.3299999999999,0.0034685042614163,Low,2.0,3.0,2.0,At Risk
CUST_001431,497.87,7,203,0,497.87,0.0036919857726036,Low,2.0,3.0,2.0,At Risk
CUST_001432,956.86,7,203,0,956.86,0.0039489650981491,Low,3.0,3.0,2.0,Promising
CUST_001433,1326.8,7,202,0,1326.8,0.0053887738567064,Low,2.0,2.0,3.0,Hibernating
CUST_001434,4874.68,7,202,0,4874.68,0.0025125392629009,Low,2.0,3.0,5.0,At Risk
CUST_001435,695.87,7,202,0,695.87,0.0028486778948323,Low,3.0,3.0,2.0,Promising
CUST_001436,14559.16,7,202,0,14559.16,0.0017446356485777,Low,1.0,3.0,5.0,At Risk
CUST_001437,1877.78,7,201,0,1877.78,0.0017822247557254,Low,3.0,3.0,3.0,Potential Loyalists
CUST_001438,1453.75,7,201,0,1453.75,0.0015106505770919,Low,3.0,3.0,3.0,Potential Loyalists
CUST_001439,648.96,7,201,0,648.96,0.0021011951079541,Low,3.0,3.0,2.0,Promising
CUST_001440,453.49,7,200,0,453.49,0.00170364552293,Low,3.0,3.0,2.0,Promising
CUST_001441,4354.93,7,200,0,4354.93,0.0020482092702885,Low,3.0,3.0,4.0,Potential Loyalists
CUST_001442,246.67,7,200,0,246.67,0.0035421306591053,Low,3.0,3.0,1.0,Need Attention
CUST_001443,10154.7,7,200,0,10154.7,0.0010212259830672,Low,3.0,3.0,5.0,Potential Loyalists
CUST_001444,938.86,7,198,0,938.86,0.0012230810433203,Low,3.0,3.0,3.0,Potential Loyalists
CUST_001445,3715.37,7,198,0,3715.37,0.0084664143239378,Low,1.0,2.0,4.0,Hibernating
CUST_001446,1729.05,7,197,0,1729.05,0.0014087960018504,Low,1.0,3.0,3.0,At Risk
CUST_001447,1858.95,7,197,0,1858.95,0.0007314684723892,Low,3.0,3.0,3.0,Potential Loyalists
CUST_001448,3812.22,6,197,0,3812.22,0.0429756283613323,Low,1.0,3.0,4.0,At Risk
CUST_001449,324.49,7,197,0,324.49,0.0039447166694444,Low,3.0,2.0,1.0,About to Sleep
CUST_001450,288.22,7,196,0,288.22,0.003095650469738,Low,3.0,3.0,1.0,Need Attention
CUST_001451,2245.77,7,196,0,2245.77,0.001009061195551,Low,4.0,3.0,4.0,Loyal Customers
CUST_001452,648.79,7,195,0,648.79,0.0005037884933538,Low,4.0,3.0,2.0,Loyal Customers
CUST_001453,288.06,7,195,0,288.06,0.0027150990049846,Low,3.0,3.0,1.0,Need Attention
CUST_001454,225.85,7,195,0,225.85,0.0019790901987974,Low,4.0,3.0,1.0,Loyal Customers
CUST_001455,227.41,7,195,0,227.41,0.0024685977983091,Low,4.0,3.0,1.0,Loyal Customers
CUST_001456,337.37,7,195,0,337.37,0.0015578606657123,Low,4.0,3.0,1.0,Loyal Customers
CUST_001457,15480.05,7,195,0,15480.05,0.0004083347945226,Low,4.0,3.0,5.0,Loyal Customers
CUST_001458,1561.28,7,195,0,1561.28,0.0005843815439287,Low,4.0,3.0,3.0,Loyal Customers
CUST_001459,5542.63,7,193,0,5542.63,0.0008994174119317,Low,4.0,3.0,5.0,Loyal Customers
CUST_001460,681.84,7,193,0,681.84,0.0012015484516104,Low,4.0,3.0,2.0,Loyal Customers
CUST_001461,1367.55,7,193,0,1367.55,0.0003609765108618,Low,4.0,3.0,3.0,Loyal Customers
CUST_001462,637.73,7,193,0,637.73,0.001112882893532,Low,4.0,3.0,2.0,Loyal Customers
CUST_001463,2336.74,7,193,0,2336.74,0.0029216039263072,Low,1.0,2.0,4.0,Hibernating
CUST_001464,16656.75,7,193,0,16656.75,0.000191551780126,Low,4.0,3.0,5.0,Loyal Customers
CUST_001465,622.9499999999999,7,193,0,622.9499999999999,0.0025010825194508,Low,4.0,3.0,2.0,Loyal Customers
CUST_001466,1607.91,7,192,0,1607.91,0.0004548455485501,Low,4.0,3.0,3.0,Loyal Customers
CUST_001467,1090.1,7,192,0,1090.1,0.0006722208076502,Low,4.0,3.0,3.0,Loyal Customers
CUST_001468,669.71,7,192,0,669.71,0.0016200931016121,Low,4.0,3.0,2.0,Loyal Customers
CUST_001469,1582.64,7,191,0,1582.64,0.0007157732638537,Low,4.0,3.0,3.0,Loyal Customers
CUST_001470,398.09,7,189,0,398.09,0.0005925328112559,Low,4.0,3.0,2.0,Loyal Customers
CUST_001471,862.58,7,189,0,862.58,0.0006998624682628,Low,1.0,3.0,2.0,At Risk
CUST_001472,1452.15,7,189,0,1452.15,0.0005869658028272,Low,1.0,3.0,3.0,At Risk
CUST_001473,549.56,7,188,0,549.56,0.0010359887240753,Low,4.0,3.0,2.0,Loyal Customers
CUST_001474,1580.06,7,187,0,1580.06,0.0003638554735683,Low,4.0,3.0,3.0,Loyal Customers
CUST_001475,13990.16,7,187,0,13990.16,0.0001912394394198,Low,5.0,3.0,5.0,Loyal Customers
CUST_001476,1140.9299999999998,7,187,0,1140.9299999999998,0.0013277387332087,Low,4.0,2.0,3.0,Potential Loyalists
CUST_001477,1521.04,7,187,0,1521.04,0.0003553897145315,Low,5.0,3.0,3.0,Loyal Customers
CUST_001478,838.01,7,185,0,838.01,0.0002169494028704,Low,5.0,3.0,2.0,Loyal Customers
CUST_001479,7150.37,7,185,0,7150.37,0.0002603076317254,Low,5.0,3.0,5.0,Loyal Customers
CUST_001480,6223.79,7,185,0,6223.79,0.0003215020466888,Low,5.0,3.0,5.0,Loyal Customers
CUST_001481,338.45,7,184,0,338.45,0.0005744044070244,Low,5.0,3.0,2.0,Loyal Customers
CUST_001482,19731.96,7,184,0,19731.96,9.783283406297404e-05,Low,5.0,3.0,5.0,Loyal Customers
CUST_001483,1315.08,7,184,0,1315.08,0.0002538992542311,Low,5.0,3.0,3.0,Loyal Customers
CUST_001484,1841.92,7,183,0,1841.92,0.0001349845202243,Low,5.0,3.0,3.0,Loyal Customers
CUST_001485,1212.44,7,183,0,1212.44,0.0001344967341095,Low,5.0,3.0,3.0,Loyal Customers
CUST_001486,268.37,7,183,0,268.37,0.0009224864661648,Low,5.0,3.0,1.0,Loyal Customers
CUST_001487,1076.31,7,183,0,1076.31,0.0002361152003329,Low,5.0,3.0,3.0,Loyal Customers
CUST_001488,671.62,7,183,0,671.62,0.0003420218239775,Low,5.0,3.0,2.0,Loyal Customers
CUST_001489,267.76,7,182,0,267.76,0.0004617903325901,Low,5.0,3.0,1.0,Loyal Customers
