customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,RFM_total,rfm_segment,country,industry,subscription_type,signup_date,cluster,behavioral_segment
CUST_001250,5,7,1456.63,5,3,3,533,11,Potential Loyalists,Singapore,Education,Professional,2024-04-05,0,Engaged Regulars
CUST_001251,2,9,5911.99,5,3,5,535,13,Potential Loyalists,Japan,Media,Enterprise,2024-04-05,1,VIP Elite
CUST_001252,184,4,11075.9,1,2,5,125,8,Hibernating,France,Consulting,Premium,2024-04-05,0,Engaged Regulars
CUST_001253,4,9,446.99,5,3,2,532,10,Potential Loyalists,USA,Retail,Basic,2024-04-05,0,Engaged Regulars
CUST_001254,30,8,2405.77,2,3,4,234,9,About to Sleep,Japan,Education,Professional,2024-04-06,0,Engaged Regulars
CUST_001255,31,7,6818.63,2,3,5,235,10,About to Sleep,Japan,Real Estate,Enterprise,2024-04-06,0,Engaged Regulars
CUST_001256,61,8,4757.17,1,3,4,134,8,At Risk,USA,Finance,Enterprise,2024-04-08,0,Engaged Regulars
CUST_001257,58,7,1115.02,1,3,3,133,7,At Risk,UK,Energy,Professional,2024-04-08,0,Engaged Regulars
CUST_001258,31,9,8260.43,2,3,5,235,10,About to Sleep,France,Energy,Enterprise,2024-04-09,0,Engaged Regulars
CUST_001259,28,9,2047.74,2,3,4,234,9,About to Sleep,USA,Energy,Professional,2024-04-10,0,Engaged Regulars
CUST_001260,28,8,1219.28,2,3,3,233,8,About to Sleep,Canada,Retail,Professional,2024-04-10,0,Engaged Regulars
CUST_001261,26,7,556.07,2,3,2,232,7,About to Sleep,Canada,Manufacturing,Basic,2024-04-11,0,Engaged Regulars
CUST_001262,26,9,903.59,2,3,3,233,8,About to Sleep,USA,Finance,Basic,2024-04-11,0,Engaged Regulars
CUST_001263,25,9,595.82,2,3,2,232,7,About to Sleep,Australia,Finance,Basic,2024-04-11,0,Engaged Regulars
CUST_001264,27,8,19806.28,2,3,5,235,10,About to Sleep,USA,Education,Premium,2024-04-11,1,VIP Elite
CUST_001265,28,9,19434.22,2,3,5,235,10,About to Sleep,USA,Education,Premium,2024-04-11,1,VIP Elite
CUST_001266,26,9,6567.07,2,3,5,235,10,About to Sleep,Canada,Consulting,Enterprise,2024-04-11,0,Engaged Regulars
CUST_001267,207,3,223.99,1,2,1,121,4,Hibernating,USA,Media,Basic,2024-04-11,0,Engaged Regulars
CUST_001268,28,9,4582.47,2,3,4,234,9,About to Sleep,Canada,Energy,Enterprise,2024-04-11,0,Engaged Regulars
CUST_001269,27,9,786.87,2,3,2,232,7,About to Sleep,Canada,Media,Basic,2024-04-12,0,Engaged Regulars
CUST_001270,24,8,3048.68,2,3,4,234,9,About to Sleep,Australia,Energy,Enterprise,2024-04-13,0,Engaged Regulars
CUST_001271,26,9,3667.8,2,3,4,234,9,About to Sleep,France,Media,Enterprise,2024-04-13,0,Engaged Regulars
CUST_001272,55,8,1121.0,1,3,3,133,7,At Risk,Japan,Technology,Professional,2024-04-14,0,Engaged Regulars
CUST_001273,25,7,2243.4,2,3,4,234,9,About to Sleep,USA,Finance,Professional,2024-04-14,0,Engaged Regulars
CUST_001274,24,9,1171.83,2,3,3,233,8,About to Sleep,USA,Manufacturing,Professional,2024-04-15,0,Engaged Regulars
CUST_001275,22,8,615.3,3,3,2,332,8,Promising,UK,Technology,Basic,2024-04-16,0,Engaged Regulars
CUST_001276,21,8,368.25,3,3,2,332,8,Promising,UK,Manufacturing,Basic,2024-04-16,0,Engaged Regulars
CUST_001277,21,8,8690.5,3,3,5,335,11,Promising,Australia,Energy,Premium,2024-04-17,0,Engaged Regulars
CUST_001278,17,8,9791.79,3,3,5,335,11,Promising,USA,Real Estate,Premium,2024-04-19,0,Engaged Regulars
CUST_001279,17,7,643.44,3,3,2,332,8,Promising,Germany,Energy,Basic,2024-04-19,0,Engaged Regulars
CUST_001280,20,8,1455.84,3,3,3,333,9,Promising,USA,Energy,Professional,2024-04-19,0,Engaged Regulars
CUST_001281,230,2,514.1099999999999,1,1,2,112,4,Hibernating,Australia,Energy,Professional,2024-04-19,0,Engaged Regulars
CUST_001282,20,9,705.94,3,3,2,332,8,Promising,USA,Manufacturing,Basic,2024-04-20,0,Engaged Regulars
CUST_001283,19,9,851.24,3,3,2,332,8,Promising,UK,Technology,Basic,2024-04-20,0,Engaged Regulars
CUST_001284,50,7,406.76,1,3,2,132,6,Lost,USA,Media,Basic,2024-04-20,0,Engaged Regulars
CUST_001285,16,8,7995.13,4,3,5,435,12,Potential Loyalists,Australia,Education,Enterprise,2024-04-20,1,VIP Elite
CUST_001286,20,9,2974.37,3,3,4,334,10,Promising,UK,Technology,Enterprise,2024-04-20,0,Engaged Regulars
CUST_001287,19,8,1147.05,3,3,3,333,9,Promising,UK,Manufacturing,Professional,2024-04-21,0,Engaged Regulars
CUST_001288,17,9,2435.06,3,3,4,334,10,Promising,USA,Real Estate,Professional,2024-04-21,0,Engaged Regulars
CUST_001289,17,8,2271.27,3,3,4,334,10,Promising,Singapore,Education,Professional,2024-04-22,0,Engaged Regulars
CUST_001290,18,9,2387.36,3,3,4,334,10,Promising,UK,Energy,Professional,2024-04-22,0,Engaged Regulars
CUST_001291,17,9,7774.62,3,3,5,335,11,Promising,USA,Retail,Enterprise,2024-04-23,0,Engaged Regulars
CUST_001292,13,9,1525.49,4,3,3,433,10,Potential Loyalists,Germany,Retail,Professional,2024-04-23,0,Engaged Regulars
CUST_001293,16,9,2711.48,4,3,4,434,11,Potential Loyalists,France,Finance,Professional,2024-04-23,0,Engaged Regulars
CUST_001294,13,9,1239.47,4,3,3,433,10,Potential Loyalists,USA,Healthcare,Professional,2024-04-24,0,Engaged Regulars
CUST_001295,106,5,1203.55,1,2,3,123,6,Hibernating,USA,Finance,Professional,2024-04-24,0,Engaged Regulars
CUST_001296,16,8,4584.35,4,3,4,434,11,Potential Loyalists,Japan,Healthcare,Enterprise,2024-04-24,0,Engaged Regulars
CUST_001297,14,8,1304.6,4,3,3,433,10,Potential Loyalists,Germany,Media,Professional,2024-04-25,0,Engaged Regulars
CUST_001298,12,9,3544.49,4,3,4,434,11,Potential Loyalists,USA,Manufacturing,Enterprise,2024-04-25,0,Engaged Regulars
CUST_001299,13,9,2450.26,4,3,4,434,11,Potential Loyalists,USA,Consulting,Professional,2024-04-25,0,Engaged Regulars
CUST_001300,12,9,479.26,4,3,2,432,9,Potential Loyalists,USA,Technology,Basic,2024-04-26,0,Engaged Regulars
CUST_001301,13,8,264.92,4,3,1,431,8,Need Attention,France,Finance,Basic,2024-04-26,0,Engaged Regulars
CUST_001302,11,9,650.54,4,3,2,432,9,Potential Loyalists,Canada,Education,Basic,2024-04-27,0,Engaged Regulars
CUST_001303,12,7,1995.5900000000001,4,3,4,434,11,Potential Loyalists,USA,Consulting,Professional,2024-04-27,0,Engaged Regulars
CUST_001304,9,9,591.57,5,3,2,532,10,Potential Loyalists,USA,Manufacturing,Basic,2024-04-27,0,Engaged Regulars
CUST_001305,11,8,554.14,4,3,2,432,9,Potential Loyalists,Canada,Consulting,Basic,2024-04-27,0,Engaged Regulars
CUST_001306,12,9,770.29,4,3,2,432,9,Potential Loyalists,Japan,Healthcare,Basic,2024-04-28,0,Engaged Regulars
CUST_001307,128,4,882.68,1,2,3,123,6,Hibernating,USA,Education,Professional,2024-04-28,0,Engaged Regulars
CUST_001308,10,8,532.12,4,3,2,432,9,Potential Loyalists,UK,Finance,Basic,2024-04-28,0,Engaged Regulars
CUST_001309,9,9,368.09,5,3,2,532,10,Potential Loyalists,UK,Energy,Basic,2024-04-29,0,Engaged Regulars
CUST_001310,10,8,546.8,4,3,2,432,9,Potential Loyalists,Japan,Energy,Basic,2024-04-29,0,Engaged Regulars
CUST_001311,9,7,3827.9,5,3,4,534,12,Potential Loyalists,Australia,Healthcare,Enterprise,2024-04-30,0,Engaged Regulars
CUST_001312,10,9,7226.5199999999995,4,3,5,435,12,Potential Loyalists,UK,Retail,Enterprise,2024-04-30,1,VIP Elite
CUST_001313,6,9,15625.119999999999,5,3,5,535,13,Potential Loyalists,UK,Education,Premium,2024-04-30,1,VIP Elite
CUST_001314,9,8,2307.7200000000003,5,3,4,534,12,Potential Loyalists,USA,Retail,Professional,2024-04-30,0,Engaged Regulars
CUST_001315,6,8,571.66,5,3,2,532,10,Potential Loyalists,Germany,Consulting,Basic,2024-05-01,0,Engaged Regulars
CUST_001316,6,9,2505.06,5,3,4,534,12,Potential Loyalists,France,Energy,Professional,2024-05-02,0,Engaged Regulars
CUST_001317,7,9,336.57,5,3,1,531,9,Need Attention,USA,Technology,Basic,2024-05-02,0,Engaged Regulars
CUST_001318,3,8,1560.62,5,3,3,533,11,Potential Loyalists,Canada,Education,Professional,2024-05-03,0,Engaged Regulars
CUST_001319,6,9,8670.06,5,3,5,535,13,Potential Loyalists,India,Consulting,Enterprise,2024-05-03,1,VIP Elite
CUST_001320,3,8,2421.31,5,3,4,534,12,Potential Loyalists,India,Retail,Professional,2024-05-03,0,Engaged Regulars
CUST_001321,6,7,398.01,5,3,2,532,10,Potential Loyalists,USA,Education,Basic,2024-05-04,0,Engaged Regulars
CUST_001322,35,6,1061.17,1,3,3,133,7,At Risk,Australia,Healthcare,Professional,2024-05-04,0,Engaged Regulars
CUST_001323,2,9,726.66,5,3,2,532,10,Potential Loyalists,USA,Energy,Basic,2024-05-04,0,Engaged Regulars
CUST_001324,5,9,2606.89,5,3,4,534,12,Potential Loyalists,India,Technology,Professional,2024-05-05,0,Engaged Regulars
CUST_001325,1,9,1917.98,5,3,3,533,11,Potential Loyalists,UK,Education,Professional,2024-05-05,0,Engaged Regulars
CUST_001326,34,8,517.5699999999999,1,3,2,132,6,Lost,USA,Energy,Basic,2024-05-05,0,Engaged Regulars
CUST_001327,33,8,406.38,1,3,2,132,6,Lost,UK,Technology,Basic,2024-05-06,0,Engaged Regulars
CUST_001328,30,8,1413.83,2,3,3,233,8,About to Sleep,Australia,Retail,Professional,2024-05-06,0,Engaged Regulars
CUST_001329,32,7,6919.6,1,3,5,135,9,At Risk,Japan,Healthcare,Enterprise,2024-05-07,0,Engaged Regulars
CUST_001330,32,6,1836.29,1,3,3,133,7,At Risk,USA,Finance,Professional,2024-05-07,0,Engaged Regulars
CUST_001331,29,8,5657.82,2,3,5,235,10,About to Sleep,Germany,Energy,Enterprise,2024-05-07,0,Engaged Regulars
CUST_001332,28,8,1155.1,2,3,3,233,8,About to Sleep,USA,Healthcare,Professional,2024-05-08,0,Engaged Regulars
CUST_001333,29,8,730.62,2,3,2,232,7,About to Sleep,France,Retail,Basic,2024-05-08,0,Engaged Regulars
CUST_001334,27,8,2170.57,2,3,4,234,9,About to Sleep,USA,Media,Professional,2024-05-09,0,Engaged Regulars
CUST_001335,26,8,581.11,2,3,2,232,7,About to Sleep,Canada,Retail,Basic,2024-05-10,0,Engaged Regulars
CUST_001336,30,7,534.39,2,3,2,232,7,About to Sleep,France,Media,Basic,2024-05-10,0,Engaged Regulars
CUST_001337,28,7,587.4,2,3,2,232,7,About to Sleep,Canada,Healthcare,Basic,2024-05-11,0,Engaged Regulars
CUST_001338,27,8,249.14,2,3,1,231,6,About to Sleep,Brazil,Finance,Basic,2024-05-11,0,Engaged Regulars
CUST_001339,24,7,229.34,2,3,1,231,6,About to Sleep,UK,Education,Basic,2024-05-12,0,Engaged Regulars
CUST_001340,174,3,322.49,1,2,1,121,4,Hibernating,USA,Healthcare,Professional,2024-05-12,0,Engaged Regulars
CUST_001341,25,8,5660.18,2,3,5,235,10,About to Sleep,USA,Manufacturing,Enterprise,2024-05-13,0,Engaged Regulars
CUST_001342,26,6,519.98,2,3,2,232,7,About to Sleep,USA,Consulting,Basic,2024-05-13,0,Engaged Regulars
CUST_001343,24,8,472.77,2,3,2,232,7,About to Sleep,UK,Manufacturing,Basic,2024-05-14,0,Engaged Regulars
CUST_001344,22,7,1656.22,3,3,3,333,9,Promising,USA,Real Estate,Professional,2024-05-15,0,Engaged Regulars
CUST_001345,25,8,1405.63,2,3,3,233,8,About to Sleep,Germany,Media,Professional,2024-05-15,0,Engaged Regulars
CUST_001346,19,8,1889.45,3,3,3,333,9,Promising,Germany,Media,Professional,2024-05-17,0,Engaged Regulars
CUST_001347,19,7,720.04,3,3,2,332,8,Promising,USA,Energy,Professional,2024-05-17,0,Engaged Regulars
CUST_001348,23,8,948.87,3,3,3,333,9,Promising,India,Consulting,Professional,2024-05-17,0,Engaged Regulars
CUST_001349,21,8,262.22,3,3,1,331,7,Need Attention,Canada,Consulting,Basic,2024-05-17,0,Engaged Regulars
CUST_001350,22,7,3814.5299999999997,3,3,4,334,10,Promising,Australia,Healthcare,Enterprise,2024-05-17,0,Engaged Regulars
CUST_001351,19,8,10206.43,3,3,5,335,11,Promising,Germany,Energy,Premium,2024-05-17,0,Engaged Regulars
CUST_001352,21,8,584.51,3,3,2,332,8,Promising,USA,Manufacturing,Basic,2024-05-17,0,Engaged Regulars
CUST_001353,21,8,6900.94,3,3,5,335,11,Promising,Australia,Manufacturing,Enterprise,2024-05-17,0,Engaged Regulars
CUST_001354,21,8,473.53,3,3,2,332,8,Promising,USA,Real Estate,Basic,2024-05-17,0,Engaged Regulars
CUST_001355,19,7,448.37,3,3,2,332,8,Promising,USA,Technology,Basic,2024-05-18,0,Engaged Regulars
CUST_001356,18,8,1180.2,3,3,3,333,9,Promising,Australia,Energy,Professional,2024-05-19,0,Engaged Regulars
CUST_001357,18,6,521.1,3,3,2,332,8,Promising,UK,Media,Basic,2024-05-19,0,Engaged Regulars
CUST_001358,19,7,345.85,3,3,2,332,8,Promising,USA,Energy,Basic,2024-05-19,0,Engaged Regulars
CUST_001359,17,8,12996.5,3,3,5,335,11,Promising,France,Finance,Premium,2024-05-20,1,VIP Elite
CUST_001360,16,8,805.42,4,3,2,432,9,Potential Loyalists,Japan,Education,Basic,2024-05-20,0,Engaged Regulars
CUST_001361,16,8,5611.28,4,3,5,435,12,Potential Loyalists,Brazil,Technology,Enterprise,2024-05-20,0,Engaged Regulars
CUST_001362,16,7,915.52,4,3,3,433,10,Potential Loyalists,Australia,Energy,Professional,2024-05-20,0,Engaged Regulars
CUST_001363,19,7,211.05,3,3,1,331,7,Need Attention,UK,Technology,Basic,2024-05-21,0,Engaged Regulars
CUST_001364,16,8,460.78,4,3,2,432,9,Potential Loyalists,USA,Consulting,Basic,2024-05-21,0,Engaged Regulars
CUST_001365,15,8,2429.89,4,3,4,434,11,Potential Loyalists,USA,Energy,Professional,2024-05-21,0,Engaged Regulars
CUST_001366,164,3,405.41,1,2,2,122,5,Hibernating,Canada,Manufacturing,Professional,2024-05-22,0,Engaged Regulars
CUST_001367,17,8,11621.02,3,3,5,335,11,Promising,USA,Education,Premium,2024-05-23,0,Engaged Regulars
CUST_001368,13,8,3249.45,4,3,4,434,11,Potential Loyalists,India,Energy,Enterprise,2024-05-23,0,Engaged Regulars
CUST_001369,17,7,1087.96,3,3,3,333,9,Promising,Singapore,Finance,Professional,2024-05-23,0,Engaged Regulars
CUST_001370,12,8,347.01,4,3,2,432,9,Potential Loyalists,India,Manufacturing,Basic,2024-05-24,0,Engaged Regulars
CUST_001371,13,8,618.1800000000001,4,3,2,432,9,Potential Loyalists,UK,Finance,Basic,2024-05-24,0,Engaged Regulars
CUST_001372,14,7,663.21,4,3,2,432,9,Potential Loyalists,USA,Consulting,Basic,2024-05-25,0,Engaged Regulars
CUST_001373,12,8,5075.39,4,3,5,435,12,Potential Loyalists,France,Energy,Enterprise,2024-05-25,0,Engaged Regulars
CUST_001374,13,7,243.82999999999998,4,3,1,431,8,Need Attention,France,Energy,Basic,2024-05-25,0,Engaged Regulars
CUST_001375,12,7,1139.1799999999998,4,3,3,433,10,Potential Loyalists,Australia,Healthcare,Professional,2024-05-25,0,Engaged Regulars
CUST_001376,14,8,1980.7,4,3,4,434,11,Potential Loyalists,UK,Retail,Professional,2024-05-26,0,Engaged Regulars
CUST_001377,10,8,786.25,4,3,2,432,9,Potential Loyalists,USA,Real Estate,Basic,2024-05-26,0,Engaged Regulars
CUST_001378,11,6,234.67000000000002,4,3,1,431,8,Need Attention,Brazil,Education,Basic,2024-05-27,0,Engaged Regulars
CUST_001379,9,7,2654.57,5,3,4,534,12,Potential Loyalists,Germany,Retail,Enterprise,2024-05-28,0,Engaged Regulars
CUST_001380,11,7,242.98000000000002,4,3,1,431,8,Need Attention,Canada,Consulting,Basic,2024-05-29,0,Engaged Regulars
CUST_001381,39,6,310.63,1,3,1,131,5,Lost,USA,Retail,Basic,2024-05-29,0,Engaged Regulars
CUST_001382,8,7,1207.67,5,3,3,533,11,Potential Loyalists,France,Real Estate,Professional,2024-05-30,0,Engaged Regulars
CUST_001383,6,7,16966.02,5,3,5,535,13,Potential Loyalists,USA,Manufacturing,Premium,2024-05-30,1,VIP Elite
CUST_001384,9,8,559.79,5,3,2,532,10,Potential Loyalists,Germany,Finance,Basic,2024-05-31,0,Engaged Regulars
CUST_001385,9,7,1928.86,5,3,4,534,12,Potential Loyalists,Germany,Education,Professional,2024-05-31,0,Engaged Regulars
CUST_001386,5,8,332.12,5,3,1,531,9,Need Attention,USA,Media,Basic,2024-05-31,0,Engaged Regulars
CUST_001387,9,8,1211.32,5,3,3,533,11,Potential Loyalists,Australia,Education,Professional,2024-05-31,0,Engaged Regulars
CUST_001388,4,8,1982.65,5,3,4,534,12,Potential Loyalists,Germany,Retail,Professional,2024-06-01,0,Engaged Regulars
CUST_001389,5,7,346.86,5,3,2,532,10,Potential Loyalists,USA,Media,Basic,2024-06-01,0,Engaged Regulars
CUST_001390,4,8,326.29,5,3,1,531,9,Need Attention,UK,Education,Basic,2024-06-02,0,Engaged Regulars
CUST_001391,5,7,6526.7,5,3,5,535,13,Potential Loyalists,USA,Education,Enterprise,2024-06-02,1,VIP Elite
CUST_001392,5,6,3743.41,5,3,4,534,12,Potential Loyalists,Singapore,Real Estate,Enterprise,2024-06-02,0,Engaged Regulars
CUST_001393,5,6,391.65999999999997,5,3,2,532,10,Potential Loyalists,Japan,Manufacturing,Basic,2024-06-02,0,Engaged Regulars
CUST_001394,34,7,286.52,1,3,1,131,5,Lost,India,Healthcare,Basic,2024-06-03,0,Engaged Regulars
CUST_001395,34,7,8128.02,1,3,5,135,9,At Risk,India,Consulting,Premium,2024-06-03,0,Engaged Regulars
CUST_001396,4,8,22186.879999999997,5,3,5,535,13,Potential Loyalists,Canada,Manufacturing,Premium,2024-06-03,1,VIP Elite
CUST_001397,6,8,747.83,5,3,2,532,10,Potential Loyalists,Germany,Finance,Basic,2024-06-03,0,Engaged Regulars
CUST_001398,4,8,1259.24,5,3,3,533,11,Potential Loyalists,UK,Retail,Professional,2024-06-04,0,Engaged Regulars
CUST_001399,5,8,2036.34,5,3,4,534,12,Potential Loyalists,USA,Healthcare,Professional,2024-06-04,0,Engaged Regulars
CUST_001400,2,8,739.24,5,3,2,532,10,Potential Loyalists,Singapore,Technology,Basic,2024-06-04,0,Engaged Regulars
CUST_001401,4,8,7406.63,5,3,5,535,13,Potential Loyalists,Australia,Technology,Enterprise,2024-06-04,1,VIP Elite
CUST_001402,4,8,15046.41,5,3,5,535,13,Potential Loyalists,India,Consulting,Premium,2024-06-04,1,VIP Elite
CUST_001403,32,7,10414.2,1,3,5,135,9,At Risk,Germany,Consulting,Premium,2024-06-05,0,Engaged Regulars
CUST_001404,34,5,353.18,1,2,2,122,5,Hibernating,Australia,Technology,Basic,2024-06-05,0,Engaged Regulars
CUST_001405,31,7,1986.4499999999998,2,3,4,234,9,About to Sleep,Germany,Energy,Professional,2024-06-05,0,Engaged Regulars
CUST_001406,32,6,1204.72,1,3,3,133,7,At Risk,USA,Energy,Professional,2024-06-06,0,Engaged Regulars
CUST_001407,32,6,336.58,1,3,1,131,5,Lost,France,Finance,Basic,2024-06-06,0,Engaged Regulars
CUST_001408,33,7,6589.59,1,3,5,135,9,At Risk,Germany,Retail,Enterprise,2024-06-06,0,Engaged Regulars
CUST_001409,30,6,497.26,2,3,2,232,7,About to Sleep,Germany,Consulting,Basic,2024-06-06,0,Engaged Regulars
CUST_001410,31,7,276.28,2,3,1,231,6,About to Sleep,USA,Manufacturing,Basic,2024-06-06,0,Engaged Regulars
CUST_001411,62,6,385.37,1,3,2,132,6,Lost,Brazil,Energy,Basic,2024-06-06,0,Engaged Regulars
CUST_001412,32,5,274.24,1,2,1,121,4,Hibernating,France,Media,Basic,2024-06-07,0,Engaged Regulars
CUST_001413,28,6,4691.13,2,3,4,234,9,About to Sleep,UK,Technology,Enterprise,2024-06-07,0,Engaged Regulars
CUST_001414,91,4,300.48,1,2,1,121,4,Hibernating,Canada,Consulting,Basic,2024-06-07,0,Engaged Regulars
CUST_001415,27,7,283.35,2,3,1,231,6,About to Sleep,UK,Energy,Basic,2024-06-08,0,Engaged Regulars
CUST_001416,27,7,1102.41,2,3,3,233,8,About to Sleep,Germany,Finance,Professional,2024-06-08,0,Engaged Regulars
CUST_001417,30,7,554.59,2,3,2,232,7,About to Sleep,USA,Consulting,Basic,2024-06-08,0,Engaged Regulars
CUST_001418,28,7,6076.3099999999995,2,3,5,235,10,About to Sleep,UK,Finance,Enterprise,2024-06-08,0,Engaged Regulars
CUST_001419,30,7,723.27,2,3,2,232,7,About to Sleep,Singapore,Real Estate,Basic,2024-06-09,0,Engaged Regulars
CUST_001420,27,7,319.18,2,3,1,231,6,About to Sleep,Australia,Technology,Basic,2024-06-09,0,Engaged Regulars
CUST_001421,30,7,3290.88,2,3,4,234,9,About to Sleep,UK,Real Estate,Enterprise,2024-06-09,0,Engaged Regulars
CUST_001422,27,7,12291.12,2,3,5,235,10,About to Sleep,Brazil,Manufacturing,Premium,2024-06-09,0,Engaged Regulars
CUST_001423,29,7,543.48,2,3,2,232,7,About to Sleep,France,Technology,Basic,2024-06-10,0,Engaged Regulars
CUST_001424,24,6,573.0,2,3,2,232,7,About to Sleep,Australia,Energy,Basic,2024-06-11,0,Engaged Regulars
CUST_001425,27,7,404.19,2,3,2,232,7,About to Sleep,Germany,Education,Basic,2024-06-11,0,Engaged Regulars
CUST_001426,27,6,562.98,2,3,2,232,7,About to Sleep,France,Real Estate,Basic,2024-06-11,0,Engaged Regulars
CUST_001427,27,6,6108.52,2,3,5,235,10,About to Sleep,USA,Technology,Enterprise,2024-06-12,0,Engaged Regulars
CUST_001428,55,6,722.59,1,3,2,132,6,Lost,USA,Education,Professional,2024-06-12,0,Engaged Regulars
CUST_001429,24,7,534.15,2,3,2,232,7,About to Sleep,USA,Energy,Basic,2024-06-13,0,Engaged Regulars
CUST_001430,24,7,629.3299999999999,2,3,2,232,7,About to Sleep,USA,Manufacturing,Basic,2024-06-13,0,Engaged Regulars
CUST_001431,25,7,497.87,2,3,2,232,7,About to Sleep,Japan,Manufacturing,Basic,2024-06-13,0,Engaged Regulars
CUST_001432,22,6,829.31,3,3,2,332,8,Promising,India,Consulting,Professional,2024-06-13,0,Engaged Regulars
CUST_001433,25,5,995.2199999999999,2,2,3,223,7,About to Sleep,UK,Media,Professional,2024-06-14,0,Engaged Regulars
CUST_001434,25,7,4874.68,2,3,5,235,10,About to Sleep,Germany,Healthcare,Enterprise,2024-06-14,0,Engaged Regulars
CUST_001435,23,7,695.87,3,3,2,332,8,Promising,USA,Media,Basic,2024-06-14,0,Engaged Regulars
CUST_001436,53,6,12214.119999999999,1,3,5,135,9,At Risk,Brazil,Retail,Premium,2024-06-14,0,Engaged Regulars
CUST_001437,23,7,1877.78,3,3,3,333,9,Promising,Brazil,Education,Professional,2024-06-15,0,Engaged Regulars
CUST_001438,21,7,1453.75,3,3,3,333,9,Promising,Australia,Education,Professional,2024-06-15,0,Engaged Regulars
CUST_001439,21,7,648.96,3,3,2,332,8,Promising,Germany,Real Estate,Basic,2024-06-15,0,Engaged Regulars
CUST_001440,21,7,453.49,3,3,2,332,8,Promising,France,Technology,Basic,2024-06-16,0,Engaged Regulars
CUST_001441,21,7,4354.93,3,3,4,334,10,Promising,UK,Finance,Enterprise,2024-06-16,0,Engaged Regulars
CUST_001442,20,6,207.66,3,3,1,331,7,Need Attention,USA,Retail,Basic,2024-06-16,0,Engaged Regulars
CUST_001443,20,7,10154.7,3,3,5,335,11,Promising,USA,Manufacturing,Premium,2024-06-16,0,Engaged Regulars
CUST_001444,21,7,938.86,3,3,3,333,9,Promising,Germany,Finance,Professional,2024-06-18,0,Engaged Regulars
CUST_001445,51,5,4028.79,1,2,4,124,7,Hibernating,Australia,Consulting,Enterprise,2024-06-18,0,Engaged Regulars
CUST_001446,46,6,1468.4499999999998,1,3,3,133,7,At Risk,UK,Healthcare,Professional,2024-06-19,0,Engaged Regulars
CUST_001447,19,7,1858.95,3,3,3,333,9,Promising,Australia,Media,Professional,2024-06-19,0,Engaged Regulars
CUST_001448,49,6,3812.2200000000003,1,3,4,134,8,At Risk,USA,Healthcare,Enterprise,2024-06-19,0,Engaged Regulars
CUST_001449,19,5,327.09000000000003,3,2,1,321,6,Lost,Germany,Real Estate,Basic,2024-06-19,0,Engaged Regulars
CUST_001450,19,7,288.22,3,3,1,331,7,Need Attention,UK,Consulting,Basic,2024-06-20,0,Engaged Regulars
CUST_001451,16,7,2245.77,4,3,4,434,11,Potential Loyalists,USA,Media,Enterprise,2024-06-20,0,Engaged Regulars
CUST_001452,14,6,772.05,4,3,2,432,9,Potential Loyalists,USA,Technology,Professional,2024-06-21,0,Engaged Regulars
CUST_001453,18,7,288.06,3,3,1,331,7,Need Attention,Germany,Consulting,Basic,2024-06-21,0,Engaged Regulars
CUST_001454,16,7,225.85,4,3,1,431,8,Need Attention,Singapore,Energy,Basic,2024-06-21,0,Engaged Regulars
CUST_001455,14,6,265.03,4,3,1,431,8,Need Attention,UK,Consulting,Basic,2024-06-21,0,Engaged Regulars
CUST_001456,14,7,337.37,4,3,1,431,8,Need Attention,USA,Finance,Basic,2024-06-21,0,Engaged Regulars
CUST_001457,16,7,15480.05,4,3,5,435,12,Potential Loyalists,Canada,Finance,Premium,2024-06-21,1,VIP Elite
CUST_001458,16,7,1561.28,4,3,3,433,10,Potential Loyalists,USA,Media,Professional,2024-06-21,0,Engaged Regulars
CUST_001459,12,7,5542.63,4,3,5,435,12,Potential Loyalists,Canada,Consulting,Enterprise,2024-06-23,0,Engaged Regulars
CUST_001460,14,7,681.84,4,3,2,432,9,Potential Loyalists,UK,Manufacturing,Basic,2024-06-23,0,Engaged Regulars
CUST_001461,13,7,1367.55,4,3,3,433,10,Potential Loyalists,UK,Retail,Professional,2024-06-23,0,Engaged Regulars
CUST_001462,16,7,637.73,4,3,2,432,9,Potential Loyalists,Australia,Real Estate,Basic,2024-06-23,0,Engaged Regulars
CUST_001463,46,5,2269.44,1,2,4,124,7,Hibernating,UK,Finance,Enterprise,2024-06-23,0,Engaged Regulars
CUST_001464,12,7,16656.75,4,3,5,435,12,Potential Loyalists,Australia,Media,Premium,2024-06-23,1,VIP Elite
CUST_001465,16,6,538.24,4,3,2,432,9,Potential Loyalists,Australia,Consulting,Basic,2024-06-23,0,Engaged Regulars
CUST_001466,11,7,1607.91,4,3,3,433,10,Potential Loyalists,France,Finance,Professional,2024-06-24,0,Engaged Regulars
CUST_001467,14,7,1090.1,4,3,3,433,10,Potential Loyalists,USA,Energy,Professional,2024-06-24,0,Engaged Regulars
CUST_001468,14,7,669.71,4,3,2,432,9,Potential Loyalists,Canada,Education,Basic,2024-06-24,0,Engaged Regulars
CUST_001469,14,7,1582.64,4,3,3,433,10,Potential Loyalists,Australia,Consulting,Professional,2024-06-25,0,Engaged Regulars
CUST_001470,10,7,398.09000000000003,4,3,2,432,9,Potential Loyalists,India,Retail,Basic,2024-06-27,0,Engaged Regulars
