customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,RFM_total,rfm_segment,behavioral_segment,country,industry,subscription_type,revenue_formatted
CUST_001254,30,8,2405.77,2,3,4,234,9,About to Sleep,Engaged Regulars,Japan,Education,Professional,"$2,405.77"
CUST_001255,31,7,6818.63,2,3,5,235,10,About to Sleep,Engaged Regulars,Japan,Real Estate,Enterprise,"$6,818.63"
CUST_001256,61,8,4757.17,1,3,4,134,8,At Risk,Engaged Regulars,USA,Finance,Enterprise,"$4,757.17"
CUST_001257,58,7,1115.02,1,3,3,133,7,At Risk,Engaged Regulars,UK,Energy,Professional,"$1,115.02"
CUST_001258,31,9,8260.43,2,3,5,235,10,About to Sleep,Engaged Regulars,France,Energy,Enterprise,"$8,260.43"
CUST_001259,28,9,2047.74,2,3,4,234,9,About to Sleep,Engaged Regulars,USA,Energy,Professional,"$2,047.74"
CUST_001260,28,8,1219.28,2,3,3,233,8,About to Sleep,Engaged Regulars,Canada,Retail,Professional,"$1,219.28"
CUST_001261,26,7,556.07,2,3,2,232,7,About to Sleep,Engaged Regulars,Canada,Manufacturing,Basic,$556.07
CUST_001262,26,9,903.59,2,3,3,233,8,About to Sleep,Engaged Regulars,USA,Finance,Basic,$903.59
CUST_001263,25,9,595.82,2,3,2,232,7,About to Sleep,Engaged Regulars,Australia,Finance,Basic,$595.82
CUST_001264,27,8,19806.28,2,3,5,235,10,About to Sleep,VIP Elite,USA,Education,Premium,"$19,806.28"
CUST_001265,28,9,19434.22,2,3,5,235,10,About to Sleep,VIP Elite,USA,Education,Premium,"$19,434.22"
CUST_001266,26,9,6567.07,2,3,5,235,10,About to Sleep,Engaged Regulars,Canada,Consulting,Enterprise,"$6,567.07"
CUST_001267,207,3,223.99,1,2,1,121,4,Hibernating,Engaged Regulars,USA,Media,Basic,$223.99
CUST_001268,28,9,4582.47,2,3,4,234,9,About to Sleep,Engaged Regulars,Canada,Energy,Enterprise,"$4,582.47"
CUST_001269,27,9,786.87,2,3,2,232,7,About to Sleep,Engaged Regulars,Canada,Media,Basic,$786.87
CUST_001270,24,8,3048.68,2,3,4,234,9,About to Sleep,Engaged Regulars,Australia,Energy,Enterprise,"$3,048.68"
CUST_001271,26,9,3667.8,2,3,4,234,9,About to Sleep,Engaged Regulars,France,Media,Enterprise,"$3,667.80"
CUST_001272,55,8,1121.0,1,3,3,133,7,At Risk,Engaged Regulars,Japan,Technology,Professional,"$1,121.00"
CUST_001273,25,7,2243.4,2,3,4,234,9,About to Sleep,Engaged Regulars,USA,Finance,Professional,"$2,243.40"
CUST_001274,24,9,1171.83,2,3,3,233,8,About to Sleep,Engaged Regulars,USA,Manufacturing,Professional,"$1,171.83"
CUST_001275,22,8,615.3,3,3,2,332,8,Promising,Engaged Regulars,UK,Technology,Basic,$615.30
CUST_001276,21,8,368.25,3,3,2,332,8,Promising,Engaged Regulars,UK,Manufacturing,Basic,$368.25
CUST_001277,21,8,8690.5,3,3,5,335,11,Promising,Engaged Regulars,Australia,Energy,Premium,"$8,690.50"
CUST_001278,17,8,9791.79,3,3,5,335,11,Promising,Engaged Regulars,USA,Real Estate,Premium,"$9,791.79"
CUST_001279,17,7,643.44,3,3,2,332,8,Promising,Engaged Regulars,Germany,Energy,Basic,$643.44
CUST_001280,20,8,1455.84,3,3,3,333,9,Promising,Engaged Regulars,USA,Energy,Professional,"$1,455.84"
CUST_001281,230,2,514.1099999999999,1,1,2,112,4,Hibernating,Engaged Regulars,Australia,Energy,Professional,$514.11
CUST_001282,20,9,705.94,3,3,2,332,8,Promising,Engaged Regulars,USA,Manufacturing,Basic,$705.94
CUST_001283,19,9,851.24,3,3,2,332,8,Promising,Engaged Regulars,UK,Technology,Basic,$851.24
CUST_001284,50,7,406.76,1,3,2,132,6,Lost,Engaged Regulars,USA,Media,Basic,$406.76
CUST_001285,16,8,7995.13,4,3,5,435,12,Potential Loyalists,VIP Elite,Australia,Education,Enterprise,"$7,995.13"
CUST_001286,20,9,2974.37,3,3,4,334,10,Promising,Engaged Regulars,UK,Technology,Enterprise,"$2,974.37"
CUST_001287,19,8,1147.05,3,3,3,333,9,Promising,Engaged Regulars,UK,Manufacturing,Professional,"$1,147.05"
CUST_001288,17,9,2435.06,3,3,4,334,10,Promising,Engaged Regulars,USA,Real Estate,Professional,"$2,435.06"
CUST_001289,17,8,2271.27,3,3,4,334,10,Promising,Engaged Regulars,Singapore,Education,Professional,"$2,271.27"
CUST_001290,18,9,2387.36,3,3,4,334,10,Promising,Engaged Regulars,UK,Energy,Professional,"$2,387.36"
CUST_001291,17,9,7774.62,3,3,5,335,11,Promising,Engaged Regulars,USA,Retail,Enterprise,"$7,774.62"
CUST_001292,13,9,1525.49,4,3,3,433,10,Potential Loyalists,Engaged Regulars,Germany,Retail,Professional,"$1,525.49"
CUST_001293,16,9,2711.48,4,3,4,434,11,Potential Loyalists,Engaged Regulars,France,Finance,Professional,"$2,711.48"
CUST_001294,13,9,1239.47,4,3,3,433,10,Potential Loyalists,Engaged Regulars,USA,Healthcare,Professional,"$1,239.47"
CUST_001295,106,5,1203.55,1,2,3,123,6,Hibernating,Engaged Regulars,USA,Finance,Professional,"$1,203.55"
CUST_001296,16,8,4584.35,4,3,4,434,11,Potential Loyalists,Engaged Regulars,Japan,Healthcare,Enterprise,"$4,584.35"
CUST_001297,14,8,1304.6,4,3,3,433,10,Potential Loyalists,Engaged Regulars,Germany,Media,Professional,"$1,304.60"
CUST_001298,12,9,3544.49,4,3,4,434,11,Potential Loyalists,Engaged Regulars,USA,Manufacturing,Enterprise,"$3,544.49"
CUST_001299,13,9,2450.26,4,3,4,434,11,Potential Loyalists,Engaged Regulars,USA,Consulting,Professional,"$2,450.26"
CUST_001300,12,9,479.26,4,3,2,432,9,Potential Loyalists,Engaged Regulars,USA,Technology,Basic,$479.26
CUST_001301,13,8,264.92,4,3,1,431,8,Need Attention,Engaged Regulars,France,Finance,Basic,$264.92
CUST_001302,11,9,650.54,4,3,2,432,9,Potential Loyalists,Engaged Regulars,Canada,Education,Basic,$650.54
CUST_001303,12,7,1995.5900000000001,4,3,4,434,11,Potential Loyalists,Engaged Regulars,USA,Consulting,Professional,"$1,995.59"
CUST_001304,9,9,591.57,5,3,2,532,10,Potential Loyalists,Engaged Regulars,USA,Manufacturing,Basic,$591.57
CUST_001305,11,8,554.14,4,3,2,432,9,Potential Loyalists,Engaged Regulars,Canada,Consulting,Basic,$554.14
CUST_001306,12,9,770.29,4,3,2,432,9,Potential Loyalists,Engaged Regulars,Japan,Healthcare,Basic,$770.29
CUST_001307,128,4,882.68,1,2,3,123,6,Hibernating,Engaged Regulars,USA,Education,Professional,$882.68
CUST_001308,10,8,532.12,4,3,2,432,9,Potential Loyalists,Engaged Regulars,UK,Finance,Basic,$532.12
CUST_001309,9,9,368.09,5,3,2,532,10,Potential Loyalists,Engaged Regulars,UK,Energy,Basic,$368.09
CUST_001310,10,8,546.8,4,3,2,432,9,Potential Loyalists,Engaged Regulars,Japan,Energy,Basic,$546.80
CUST_001311,9,7,3827.9,5,3,4,534,12,Potential Loyalists,Engaged Regulars,Australia,Healthcare,Enterprise,"$3,827.90"
CUST_001312,10,9,7226.5199999999995,4,3,5,435,12,Potential Loyalists,VIP Elite,UK,Retail,Enterprise,"$7,226.52"
CUST_001313,6,9,15625.119999999999,5,3,5,535,13,Potential Loyalists,VIP Elite,UK,Education,Premium,"$15,625.12"
CUST_001314,9,8,2307.7200000000003,5,3,4,534,12,Potential Loyalists,Engaged Regulars,USA,Retail,Professional,"$2,307.72"
CUST_001315,6,8,571.66,5,3,2,532,10,Potential Loyalists,Engaged Regulars,Germany,Consulting,Basic,$571.66
CUST_001316,6,9,2505.06,5,3,4,534,12,Potential Loyalists,Engaged Regulars,France,Energy,Professional,"$2,505.06"
CUST_001317,7,9,336.57,5,3,1,531,9,Need Attention,Engaged Regulars,USA,Technology,Basic,$336.57
CUST_001318,3,8,1560.62,5,3,3,533,11,Potential Loyalists,Engaged Regulars,Canada,Education,Professional,"$1,560.62"
CUST_001319,6,9,8670.06,5,3,5,535,13,Potential Loyalists,VIP Elite,India,Consulting,Enterprise,"$8,670.06"
CUST_001320,3,8,2421.31,5,3,4,534,12,Potential Loyalists,Engaged Regulars,India,Retail,Professional,"$2,421.31"
CUST_001321,6,7,398.01,5,3,2,532,10,Potential Loyalists,Engaged Regulars,USA,Education,Basic,$398.01
CUST_001322,35,6,1061.17,1,3,3,133,7,At Risk,Engaged Regulars,Australia,Healthcare,Professional,"$1,061.17"
CUST_001323,2,9,726.66,5,3,2,532,10,Potential Loyalists,Engaged Regulars,USA,Energy,Basic,$726.66
CUST_001324,5,9,2606.89,5,3,4,534,12,Potential Loyalists,Engaged Regulars,India,Technology,Professional,"$2,606.89"
CUST_001325,1,9,1917.98,5,3,3,533,11,Potential Loyalists,Engaged Regulars,UK,Education,Professional,"$1,917.98"
CUST_001326,34,8,517.5699999999999,1,3,2,132,6,Lost,Engaged Regulars,USA,Energy,Basic,$517.57
CUST_001327,33,8,406.38,1,3,2,132,6,Lost,Engaged Regulars,UK,Technology,Basic,$406.38
CUST_001328,30,8,1413.83,2,3,3,233,8,About to Sleep,Engaged Regulars,Australia,Retail,Professional,"$1,413.83"
CUST_001329,32,7,6919.6,1,3,5,135,9,At Risk,Engaged Regulars,Japan,Healthcare,Enterprise,"$6,919.60"
CUST_001330,32,6,1836.29,1,3,3,133,7,At Risk,Engaged Regulars,USA,Finance,Professional,"$1,836.29"
CUST_001331,29,8,5657.82,2,3,5,235,10,About to Sleep,Engaged Regulars,Germany,Energy,Enterprise,"$5,657.82"
CUST_001332,28,8,1155.1,2,3,3,233,8,About to Sleep,Engaged Regulars,USA,Healthcare,Professional,"$1,155.10"
CUST_001333,29,8,730.62,2,3,2,232,7,About to Sleep,Engaged Regulars,France,Retail,Basic,$730.62
CUST_001334,27,8,2170.57,2,3,4,234,9,About to Sleep,Engaged Regulars,USA,Media,Professional,"$2,170.57"
CUST_001335,26,8,581.11,2,3,2,232,7,About to Sleep,Engaged Regulars,Canada,Retail,Basic,$581.11
CUST_001336,30,7,534.39,2,3,2,232,7,About to Sleep,Engaged Regulars,France,Media,Basic,$534.39
CUST_001337,28,7,587.4,2,3,2,232,7,About to Sleep,Engaged Regulars,Canada,Healthcare,Basic,$587.40
CUST_001338,27,8,249.14,2,3,1,231,6,About to Sleep,Engaged Regulars,Brazil,Finance,Basic,$249.14
CUST_001339,24,7,229.34,2,3,1,231,6,About to Sleep,Engaged Regulars,UK,Education,Basic,$229.34
CUST_001340,174,3,322.49,1,2,1,121,4,Hibernating,Engaged Regulars,USA,Healthcare,Professional,$322.49
CUST_001341,25,8,5660.18,2,3,5,235,10,About to Sleep,Engaged Regulars,USA,Manufacturing,Enterprise,"$5,660.18"
CUST_001342,26,6,519.98,2,3,2,232,7,About to Sleep,Engaged Regulars,USA,Consulting,Basic,$519.98
CUST_001343,24,8,472.77,2,3,2,232,7,About to Sleep,Engaged Regulars,UK,Manufacturing,Basic,$472.77
CUST_001344,22,7,1656.22,3,3,3,333,9,Promising,Engaged Regulars,USA,Real Estate,Professional,"$1,656.22"
CUST_001345,25,8,1405.63,2,3,3,233,8,About to Sleep,Engaged Regulars,Germany,Media,Professional,"$1,405.63"
CUST_001346,19,8,1889.45,3,3,3,333,9,Promising,Engaged Regulars,Germany,Media,Professional,"$1,889.45"
CUST_001347,19,7,720.04,3,3,2,332,8,Promising,Engaged Regulars,USA,Energy,Professional,$720.04
CUST_001348,23,8,948.87,3,3,3,333,9,Promising,Engaged Regulars,India,Consulting,Professional,$948.87
CUST_001349,21,8,262.22,3,3,1,331,7,Need Attention,Engaged Regulars,Canada,Consulting,Basic,$262.22
CUST_001350,22,7,3814.5299999999997,3,3,4,334,10,Promising,Engaged Regulars,Australia,Healthcare,Enterprise,"$3,814.53"
CUST_001351,19,8,10206.43,3,3,5,335,11,Promising,Engaged Regulars,Germany,Energy,Premium,"$10,206.43"
CUST_001352,21,8,584.51,3,3,2,332,8,Promising,Engaged Regulars,USA,Manufacturing,Basic,$584.51
CUST_001353,21,8,6900.94,3,3,5,335,11,Promising,Engaged Regulars,Australia,Manufacturing,Enterprise,"$6,900.94"
CUST_001354,21,8,473.53,3,3,2,332,8,Promising,Engaged Regulars,USA,Real Estate,Basic,$473.53
CUST_001355,19,7,448.37,3,3,2,332,8,Promising,Engaged Regulars,USA,Technology,Basic,$448.37
CUST_001356,18,8,1180.2,3,3,3,333,9,Promising,Engaged Regulars,Australia,Energy,Professional,"$1,180.20"
CUST_001357,18,6,521.1,3,3,2,332,8,Promising,Engaged Regulars,UK,Media,Basic,$521.10
CUST_001358,19,7,345.85,3,3,2,332,8,Promising,Engaged Regulars,USA,Energy,Basic,$345.85
CUST_001359,17,8,12996.5,3,3,5,335,11,Promising,VIP Elite,France,Finance,Premium,"$12,996.50"
CUST_001360,16,8,805.42,4,3,2,432,9,Potential Loyalists,Engaged Regulars,Japan,Education,Basic,$805.42
CUST_001361,16,8,5611.28,4,3,5,435,12,Potential Loyalists,Engaged Regulars,Brazil,Technology,Enterprise,"$5,611.28"
CUST_001362,16,7,915.52,4,3,3,433,10,Potential Loyalists,Engaged Regulars,Australia,Energy,Professional,$915.52
CUST_001363,19,7,211.05,3,3,1,331,7,Need Attention,Engaged Regulars,UK,Technology,Basic,$211.05
CUST_001364,16,8,460.78,4,3,2,432,9,Potential Loyalists,Engaged Regulars,USA,Consulting,Basic,$460.78
CUST_001365,15,8,2429.89,4,3,4,434,11,Potential Loyalists,Engaged Regulars,USA,Energy,Professional,"$2,429.89"
CUST_001366,164,3,405.41,1,2,2,122,5,Hibernating,Engaged Regulars,Canada,Manufacturing,Professional,$405.41
CUST_001367,17,8,11621.02,3,3,5,335,11,Promising,Engaged Regulars,USA,Education,Premium,"$11,621.02"
CUST_001368,13,8,3249.45,4,3,4,434,11,Potential Loyalists,Engaged Regulars,India,Energy,Enterprise,"$3,249.45"
CUST_001369,17,7,1087.96,3,3,3,333,9,Promising,Engaged Regulars,Singapore,Finance,Professional,"$1,087.96"
CUST_001370,12,8,347.01,4,3,2,432,9,Potential Loyalists,Engaged Regulars,India,Manufacturing,Basic,$347.01
CUST_001371,13,8,618.1800000000001,4,3,2,432,9,Potential Loyalists,Engaged Regulars,UK,Finance,Basic,$618.18
CUST_001372,14,7,663.21,4,3,2,432,9,Potential Loyalists,Engaged Regulars,USA,Consulting,Basic,$663.21
CUST_001373,12,8,5075.39,4,3,5,435,12,Potential Loyalists,Engaged Regulars,France,Energy,Enterprise,"$5,075.39"
CUST_001374,13,7,243.82999999999998,4,3,1,431,8,Need Attention,Engaged Regulars,France,Energy,Basic,$243.83
CUST_001375,12,7,1139.1799999999998,4,3,3,433,10,Potential Loyalists,Engaged Regulars,Australia,Healthcare,Professional,"$1,139.18"
CUST_001376,14,8,1980.7,4,3,4,434,11,Potential Loyalists,Engaged Regulars,UK,Retail,Professional,"$1,980.70"
CUST_001377,10,8,786.25,4,3,2,432,9,Potential Loyalists,Engaged Regulars,USA,Real Estate,Basic,$786.25
CUST_001378,11,6,234.67000000000002,4,3,1,431,8,Need Attention,Engaged Regulars,Brazil,Education,Basic,$234.67
CUST_001379,9,7,2654.57,5,3,4,534,12,Potential Loyalists,Engaged Regulars,Germany,Retail,Enterprise,"$2,654.57"
CUST_001380,11,7,242.98000000000002,4,3,1,431,8,Need Attention,Engaged Regulars,Canada,Consulting,Basic,$242.98
CUST_001381,39,6,310.63,1,3,1,131,5,Lost,Engaged Regulars,USA,Retail,Basic,$310.63
CUST_001382,8,7,1207.67,5,3,3,533,11,Potential Loyalists,Engaged Regulars,France,Real Estate,Professional,"$1,207.67"
CUST_001383,6,7,16966.02,5,3,5,535,13,Potential Loyalists,VIP Elite,USA,Manufacturing,Premium,"$16,966.02"
CUST_001384,9,8,559.79,5,3,2,532,10,Potential Loyalists,Engaged Regulars,Germany,Finance,Basic,$559.79
CUST_001385,9,7,1928.86,5,3,4,534,12,Potential Loyalists,Engaged Regulars,Germany,Education,Professional,"$1,928.86"
CUST_001386,5,8,332.12,5,3,1,531,9,Need Attention,Engaged Regulars,USA,Media,Basic,$332.12
CUST_001387,9,8,1211.32,5,3,3,533,11,Potential Loyalists,Engaged Regulars,Australia,Education,Professional,"$1,211.32"
CUST_001388,4,8,1982.65,5,3,4,534,12,Potential Loyalists,Engaged Regulars,Germany,Retail,Professional,"$1,982.65"
CUST_001389,5,7,346.86,5,3,2,532,10,Potential Loyalists,Engaged Regulars,USA,Media,Basic,$346.86
CUST_001390,4,8,326.29,5,3,1,531,9,Need Attention,Engaged Regulars,UK,Education,Basic,$326.29
CUST_001391,5,7,6526.7,5,3,5,535,13,Potential Loyalists,VIP Elite,USA,Education,Enterprise,"$6,526.70"
CUST_001392,5,6,3743.41,5,3,4,534,12,Potential Loyalists,Engaged Regulars,Singapore,Real Estate,Enterprise,"$3,743.41"
CUST_001393,5,6,391.65999999999997,5,3,2,532,10,Potential Loyalists,Engaged Regulars,Japan,Manufacturing,Basic,$391.66
CUST_001394,34,7,286.52,1,3,1,131,5,Lost,Engaged Regulars,India,Healthcare,Basic,$286.52
CUST_001395,34,7,8128.02,1,3,5,135,9,At Risk,Engaged Regulars,India,Consulting,Premium,"$8,128.02"
CUST_001396,4,8,22186.879999999997,5,3,5,535,13,Potential Loyalists,VIP Elite,Canada,Manufacturing,Premium,"$22,186.88"
CUST_001397,6,8,747.83,5,3,2,532,10,Potential Loyalists,Engaged Regulars,Germany,Finance,Basic,$747.83
CUST_001398,4,8,1259.24,5,3,3,533,11,Potential Loyalists,Engaged Regulars,UK,Retail,Professional,"$1,259.24"
CUST_001399,5,8,2036.34,5,3,4,534,12,Potential Loyalists,Engaged Regulars,USA,Healthcare,Professional,"$2,036.34"
CUST_001400,2,8,739.24,5,3,2,532,10,Potential Loyalists,Engaged Regulars,Singapore,Technology,Basic,$739.24
CUST_001401,4,8,7406.63,5,3,5,535,13,Potential Loyalists,VIP Elite,Australia,Technology,Enterprise,"$7,406.63"
CUST_001402,4,8,15046.41,5,3,5,535,13,Potential Loyalists,VIP Elite,India,Consulting,Premium,"$15,046.41"
CUST_001403,32,7,10414.2,1,3,5,135,9,At Risk,Engaged Regulars,Germany,Consulting,Premium,"$10,414.20"
CUST_001404,34,5,353.18,1,2,2,122,5,Hibernating,Engaged Regulars,Australia,Technology,Basic,$353.18
CUST_001405,31,7,1986.4499999999998,2,3,4,234,9,About to Sleep,Engaged Regulars,Germany,Energy,Professional,"$1,986.45"
CUST_001406,32,6,1204.72,1,3,3,133,7,At Risk,Engaged Regulars,USA,Energy,Professional,"$1,204.72"
CUST_001407,32,6,336.58,1,3,1,131,5,Lost,Engaged Regulars,France,Finance,Basic,$336.58
CUST_001408,33,7,6589.59,1,3,5,135,9,At Risk,Engaged Regulars,Germany,Retail,Enterprise,"$6,589.59"
CUST_001409,30,6,497.26,2,3,2,232,7,About to Sleep,Engaged Regulars,Germany,Consulting,Basic,$497.26
CUST_001410,31,7,276.28,2,3,1,231,6,About to Sleep,Engaged Regulars,USA,Manufacturing,Basic,$276.28
CUST_001411,62,6,385.37,1,3,2,132,6,Lost,Engaged Regulars,Brazil,Energy,Basic,$385.37
CUST_001412,32,5,274.24,1,2,1,121,4,Hibernating,Engaged Regulars,France,Media,Basic,$274.24
CUST_001413,28,6,4691.13,2,3,4,234,9,About to Sleep,Engaged Regulars,UK,Technology,Enterprise,"$4,691.13"
CUST_001414,91,4,300.48,1,2,1,121,4,Hibernating,Engaged Regulars,Canada,Consulting,Basic,$300.48
CUST_001415,27,7,283.35,2,3,1,231,6,About to Sleep,Engaged Regulars,UK,Energy,Basic,$283.35
CUST_001416,27,7,1102.41,2,3,3,233,8,About to Sleep,Engaged Regulars,Germany,Finance,Professional,"$1,102.41"
CUST_001417,30,7,554.59,2,3,2,232,7,About to Sleep,Engaged Regulars,USA,Consulting,Basic,$554.59
CUST_001418,28,7,6076.3099999999995,2,3,5,235,10,About to Sleep,Engaged Regulars,UK,Finance,Enterprise,"$6,076.31"
CUST_001419,30,7,723.27,2,3,2,232,7,About to Sleep,Engaged Regulars,Singapore,Real Estate,Basic,$723.27
CUST_001420,27,7,319.18,2,3,1,231,6,About to Sleep,Engaged Regulars,Australia,Technology,Basic,$319.18
CUST_001421,30,7,3290.88,2,3,4,234,9,About to Sleep,Engaged Regulars,UK,Real Estate,Enterprise,"$3,290.88"
CUST_001422,27,7,12291.12,2,3,5,235,10,About to Sleep,Engaged Regulars,Brazil,Manufacturing,Premium,"$12,291.12"
CUST_001423,29,7,543.48,2,3,2,232,7,About to Sleep,Engaged Regulars,France,Technology,Basic,$543.48
CUST_001424,24,6,573.0,2,3,2,232,7,About to Sleep,Engaged Regulars,Australia,Energy,Basic,$573.00
CUST_001425,27,7,404.19,2,3,2,232,7,About to Sleep,Engaged Regulars,Germany,Education,Basic,$404.19
CUST_001426,27,6,562.98,2,3,2,232,7,About to Sleep,Engaged Regulars,France,Real Estate,Basic,$562.98
CUST_001427,27,6,6108.52,2,3,5,235,10,About to Sleep,Engaged Regulars,USA,Technology,Enterprise,"$6,108.52"
CUST_001428,55,6,722.59,1,3,2,132,6,Lost,Engaged Regulars,USA,Education,Professional,$722.59
CUST_001429,24,7,534.15,2,3,2,232,7,About to Sleep,Engaged Regulars,USA,Energy,Basic,$534.15
CUST_001430,24,7,629.3299999999999,2,3,2,232,7,About to Sleep,Engaged Regulars,USA,Manufacturing,Basic,$629.33
CUST_001431,25,7,497.87,2,3,2,232,7,About to Sleep,Engaged Regulars,Japan,Manufacturing,Basic,$497.87
CUST_001432,22,6,829.31,3,3,2,332,8,Promising,Engaged Regulars,India,Consulting,Professional,$829.31
CUST_001433,25,5,995.2199999999999,2,2,3,223,7,About to Sleep,Engaged Regulars,UK,Media,Professional,$995.22
CUST_001434,25,7,4874.68,2,3,5,235,10,About to Sleep,Engaged Regulars,Germany,Healthcare,Enterprise,"$4,874.68"
CUST_001435,23,7,695.87,3,3,2,332,8,Promising,Engaged Regulars,USA,Media,Basic,$695.87
CUST_001436,53,6,12214.119999999999,1,3,5,135,9,At Risk,Engaged Regulars,Brazil,Retail,Premium,"$12,214.12"
CUST_001437,23,7,1877.78,3,3,3,333,9,Promising,Engaged Regulars,Brazil,Education,Professional,"$1,877.78"
CUST_001438,21,7,1453.75,3,3,3,333,9,Promising,Engaged Regulars,Australia,Education,Professional,"$1,453.75"
CUST_001439,21,7,648.96,3,3,2,332,8,Promising,Engaged Regulars,Germany,Real Estate,Basic,$648.96
CUST_001440,21,7,453.49,3,3,2,332,8,Promising,Engaged Regulars,France,Technology,Basic,$453.49
CUST_001441,21,7,4354.93,3,3,4,334,10,Promising,Engaged Regulars,UK,Finance,Enterprise,"$4,354.93"
CUST_001442,20,6,207.66,3,3,1,331,7,Need Attention,Engaged Regulars,USA,Retail,Basic,$207.66
CUST_001443,20,7,10154.7,3,3,5,335,11,Promising,Engaged Regulars,USA,Manufacturing,Premium,"$10,154.70"
CUST_001444,21,7,938.86,3,3,3,333,9,Promising,Engaged Regulars,Germany,Finance,Professional,$938.86
CUST_001445,51,5,4028.79,1,2,4,124,7,Hibernating,Engaged Regulars,Australia,Consulting,Enterprise,"$4,028.79"
CUST_001446,46,6,1468.4499999999998,1,3,3,133,7,At Risk,Engaged Regulars,UK,Healthcare,Professional,"$1,468.45"
CUST_001447,19,7,1858.95,3,3,3,333,9,Promising,Engaged Regulars,Australia,Media,Professional,"$1,858.95"
CUST_001448,49,6,3812.2200000000003,1,3,4,134,8,At Risk,Engaged Regulars,USA,Healthcare,Enterprise,"$3,812.22"
CUST_001449,19,5,327.09000000000003,3,2,1,321,6,Lost,Engaged Regulars,Germany,Real Estate,Basic,$327.09
CUST_001450,19,7,288.22,3,3,1,331,7,Need Attention,Engaged Regulars,UK,Consulting,Basic,$288.22
CUST_001451,16,7,2245.77,4,3,4,434,11,Potential Loyalists,Engaged Regulars,USA,Media,Enterprise,"$2,245.77"
CUST_001452,14,6,772.05,4,3,2,432,9,Potential Loyalists,Engaged Regulars,USA,Technology,Professional,$772.05
CUST_001453,18,7,288.06,3,3,1,331,7,Need Attention,Engaged Regulars,Germany,Consulting,Basic,$288.06
CUST_001454,16,7,225.85,4,3,1,431,8,Need Attention,Engaged Regulars,Singapore,Energy,Basic,$225.85
CUST_001455,14,6,265.03,4,3,1,431,8,Need Attention,Engaged Regulars,UK,Consulting,Basic,$265.03
CUST_001456,14,7,337.37,4,3,1,431,8,Need Attention,Engaged Regulars,USA,Finance,Basic,$337.37
CUST_001457,16,7,15480.05,4,3,5,435,12,Potential Loyalists,VIP Elite,Canada,Finance,Premium,"$15,480.05"
CUST_001458,16,7,1561.28,4,3,3,433,10,Potential Loyalists,Engaged Regulars,USA,Media,Professional,"$1,561.28"
CUST_001459,12,7,5542.63,4,3,5,435,12,Potential Loyalists,Engaged Regulars,Canada,Consulting,Enterprise,"$5,542.63"
CUST_001460,14,7,681.84,4,3,2,432,9,Potential Loyalists,Engaged Regulars,UK,Manufacturing,Basic,$681.84
CUST_001461,13,7,1367.55,4,3,3,433,10,Potential Loyalists,Engaged Regulars,UK,Retail,Professional,"$1,367.55"
CUST_001462,16,7,637.73,4,3,2,432,9,Potential Loyalists,Engaged Regulars,Australia,Real Estate,Basic,$637.73
CUST_001463,46,5,2269.44,1,2,4,124,7,Hibernating,Engaged Regulars,UK,Finance,Enterprise,"$2,269.44"
CUST_001464,12,7,16656.75,4,3,5,435,12,Potential Loyalists,VIP Elite,Australia,Media,Premium,"$16,656.75"
CUST_001465,16,6,538.24,4,3,2,432,9,Potential Loyalists,Engaged Regulars,Australia,Consulting,Basic,$538.24
CUST_001466,11,7,1607.91,4,3,3,433,10,Potential Loyalists,Engaged Regulars,France,Finance,Professional,"$1,607.91"
CUST_001467,14,7,1090.1,4,3,3,433,10,Potential Loyalists,Engaged Regulars,USA,Energy,Professional,"$1,090.10"
CUST_001468,14,7,669.71,4,3,2,432,9,Potential Loyalists,Engaged Regulars,Canada,Education,Basic,$669.71
CUST_001469,14,7,1582.64,4,3,3,433,10,Potential Loyalists,Engaged Regulars,Australia,Consulting,Professional,"$1,582.64"
CUST_001470,10,7,398.09000000000003,4,3,2,432,9,Potential Loyalists,Engaged Regulars,India,Retail,Basic,$398.09
CUST_001471,40,6,724.86,1,3,2,132,6,Lost,Engaged Regulars,USA,Finance,Professional,$724.86
CUST_001472,42,6,1220.52,1,3,3,133,7,At Risk,Engaged Regulars,USA,Retail,Professional,"$1,220.52"
CUST_001473,11,7,549.56,4,3,2,432,9,Potential Loyalists,Engaged Regulars,Australia,Energy,Basic,$549.56
CUST_001474,10,7,1580.06,4,3,3,433,10,Potential Loyalists,Engaged Regulars,Germany,Finance,Professional,"$1,580.06"
CUST_001475,7,7,13990.16,5,3,5,535,13,Potential Loyalists,VIP Elite,UK,Finance,Premium,"$13,990.16"
CUST_001476,10,5,1132.23,4,2,3,423,9,Potential Loyalists,Engaged Regulars,Japan,Consulting,Professional,"$1,132.23"
CUST_001477,9,7,1521.04,5,3,3,533,11,Potential Loyalists,Engaged Regulars,Canada,Energy,Professional,"$1,521.04"
CUST_001478,5,7,838.01,5,3,2,532,10,Potential Loyalists,Engaged Regulars,Brazil,Healthcare,Professional,$838.01
CUST_001479,6,7,7150.37,5,3,5,535,13,Potential Loyalists,VIP Elite,Canada,Finance,Enterprise,"$7,150.37"
CUST_001480,4,7,6223.79,5,3,5,535,13,Potential Loyalists,VIP Elite,USA,Energy,Enterprise,"$6,223.79"
CUST_001481,6,6,403.65999999999997,5,3,2,532,10,Potential Loyalists,Engaged Regulars,USA,Media,Basic,$403.66
