customer_id,retention_action,urgency,recommended_discount,specific_action
CUST_001190,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001191,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001192,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001193,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001194,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001195,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001196,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001197,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001198,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001199,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001200,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001201,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001202,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001203,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001204,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001205,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001206,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001207,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001208,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001209,Immediate Retention Call,Critical,20,Send win-back email with special offer
CUST_001210,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001211,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001212,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001213,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001214,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001215,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001216,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001217,Immediate Retention Call,Critical,20,Address payment issues - offer alternative payment methods
CUST_001218,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001219,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001220,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001221,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001222,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001223,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001224,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001225,Immediate Retention Call,Critical,20,Re-engagement campaign - 225 days inactive
CUST_001226,Immediate Retention Call,Critical,20,Re-engagement campaign - 196 days inactive
CUST_001227,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001228,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001229,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001230,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001231,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001232,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001233,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001234,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001235,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001236,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001237,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001238,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001239,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001240,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001241,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001242,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001243,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001244,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001245,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001246,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001247,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001248,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001249,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001250,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001251,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001252,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods
CUST_001253,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001254,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001255,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001256,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001257,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001258,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001259,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001260,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001261,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001262,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001263,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001264,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001265,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001266,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001267,Immediate Retention Call,Critical,20,Re-engagement campaign - 206 days inactive
CUST_001268,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001269,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001270,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001271,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001272,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001273,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001274,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001275,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001276,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001277,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001278,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001279,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001280,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001281,Immediate Retention Call,Critical,20,Address payment issues - offer alternative payment methods
CUST_001282,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001283,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001284,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001285,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001286,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001287,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001288,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001289,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001290,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001291,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001292,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001293,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001294,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001295,Immediate Retention Call,Critical,20,Address payment issues - offer alternative payment methods
CUST_001296,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001297,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001298,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001299,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001300,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001301,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001302,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001303,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001304,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001305,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001306,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001307,Immediate Retention Call,Critical,20,Address payment issues - offer alternative payment methods
CUST_001308,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001309,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001310,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001311,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001312,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001313,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001314,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001315,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001316,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001317,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001318,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001319,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001320,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001321,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001322,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001323,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001324,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001325,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001326,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001327,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001328,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001329,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001330,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001331,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001332,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001333,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001334,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001335,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001336,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001337,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001338,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001339,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001340,Immediate Retention Call,Critical,20,Re-engagement campaign - 173 days inactive
CUST_001341,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001342,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001343,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001344,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001345,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001346,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001347,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001348,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001349,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001350,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001351,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001352,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001353,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001354,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001355,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001356,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001357,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001358,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001359,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001360,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001361,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001362,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001363,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001364,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001365,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001366,Immediate Retention Call,Critical,20,Address payment issues - offer alternative payment methods
CUST_001367,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001368,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001369,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001370,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001371,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001372,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001373,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001374,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001375,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001376,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001377,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001378,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001379,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001380,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001381,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001382,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001383,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001384,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001385,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001386,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001387,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001388,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001389,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001390,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001391,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001392,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001393,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001394,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001395,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001396,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001397,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001398,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001399,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001400,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001401,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001402,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001403,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001404,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001405,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001406,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001407,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001408,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001409,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001410,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001411,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001412,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001413,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001414,Immediate Retention Call,Critical,20,Send win-back email with special offer
CUST_001415,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001416,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001417,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001418,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001419,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001420,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001421,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001422,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001423,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001424,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001425,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001426,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001427,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001428,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001429,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001430,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001431,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001432,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001433,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001434,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001435,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001436,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001437,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001438,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001439,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001440,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001441,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001442,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001443,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001444,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001445,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001446,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001447,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001448,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001449,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001450,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001451,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001452,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001453,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001454,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001455,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001456,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001457,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001458,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001459,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001460,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001461,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001462,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001463,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001464,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001465,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001466,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001467,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001468,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001469,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001470,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001471,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001472,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001473,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001474,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001475,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001476,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001477,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001478,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001479,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001480,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001481,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001482,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001483,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001484,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001485,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001486,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001487,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001488,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001489,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001490,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001491,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001492,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001493,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001494,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001495,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001496,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001497,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001498,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001499,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001500,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001501,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001502,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001503,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001504,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001505,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001506,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001507,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001508,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001509,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001510,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001511,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001512,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001513,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001514,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001515,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001516,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001517,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001518,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001519,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001520,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001521,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001522,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001523,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001524,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001525,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001526,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001527,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001528,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001529,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001530,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001531,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001532,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001533,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001534,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001535,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001536,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001537,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001538,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001539,Immediate Retention Call,Critical,20,Address payment issues - offer alternative payment methods
CUST_001540,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001541,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001542,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001543,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001544,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001545,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001546,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001547,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001548,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001549,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001550,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
