customer_id,country,industry,subscription_type,monthly_fee,total_revenue,churn_probability,churn_risk_level,value_score,priority_rank,urgency,action_timeline,contact_channel,primary_action,secondary_action,specific_recommendation,recommended_discount_pct,action_1,action_2,action_3,action_4
CUST_001189,UK,Healthcare,Enterprise,482.13,4988.15,0.0041981032534674,Low,8.81,1017,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000984,USA,Media,Basic,34.49,496.57,0.0012795430901133,Low,8.8,1019,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001023,Japan,Finance,Professional,112.12,1469.46,0.0015257557624975,Low,8.76,1020,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001071,Australia,Technology,Professional,215.6,2573.94,0.001142159766019,Low,8.75,1021,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001013,UK,Healthcare,Basic,97.07,1274.31,0.0030515826105382,Low,8.72,1023,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001028,Japan,Retail,Professional,105.61,1417.64,0.0003889430769306,Low,8.72,1022,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001019,USA,Retail,Basic,92.94,1321.46,0.001444962074733,Low,8.71,1024,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001089,USA,Consulting,Professional,215.06,2563.65,0.0005884177447542,Low,8.7,1025,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001039,USA,Media,Professional,108.93,1423.78,0.0007524652329927,Low,8.69,1026,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001012,India,Real Estate,Basic,89.08,1170.45,0.0022789534720207,Low,8.68,1027,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001126,USA,Media,Enterprise,312.39,3446.01,0.0042244582503114,Low,8.67,1028,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001061,Australia,Manufacturing,Professional,227.12,2261.16,0.0054358714072966,Low,8.66,1030,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Address payment issues - offer alternative payment methods,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_002394,Japan,Real Estate,Enterprise,838.23,982.18,5.0224064497582965e-06,Low,8.66,1029,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001025,Germany,Energy,Basic,90.55,1186.5,0.0018464035173637,Low,8.65,1031,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001353,Australia,Manufacturing,Enterprise,834.69,6900.94,0.0014652060793534,Low,8.65,1032,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001044,USA,Energy,Professional,103.01,1351.73,0.000404169493341,Low,8.64,1033,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001020,USA,Media,Basic,80.87,1060.66,0.0018041347061601,Low,8.62,1034,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001049,France,Manufacturing,Professional,241.55,1849.97,0.0050419766389379,Low,8.56,1035,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001256,USA,Finance,Enterprise,587.92,5422.02,0.0052091638198757,Low,8.55,1036,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001035,USA,Real Estate,Basic,70.08,930.44,0.0007302742804248,Low,8.53,1038,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001041,USA,Retail,Basic,89.0,978.17,0.0005188704949498,Low,8.53,1040,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001052,USA,Real Estate,Professional,149.4,1831.95,0.0020132280761411,Low,8.53,1037,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001118,France,Healthcare,Professional,263.77,2987.54,0.00305309450764,Low,8.53,1039,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001095,Australia,Retail,Professional,167.53,2080.6,0.0002028631735775,Low,8.52,1041,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001160,UK,Healthcare,Professional,279.96,3113.15,0.000338919837955,Low,8.5,1042,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001034,USA,Consulting,Basic,60.23,812.17,0.0011883719950833,Low,8.49,1043,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001132,Brazil,Manufacturing,Professional,253.25,2912.18,0.0023434376581209,Low,8.47,1044,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001006,USA,Media,Basic,31.71,416.25,0.0081056961178733,Low,8.46,1047,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001018,France,Healthcare,Basic,42.16,582.05,0.0046231946347395,Low,8.46,1045,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001111,Canada,Education,Professional,250.37,2758.06,0.0046260175523266,Low,8.46,1046,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001063,Singapore,Manufacturing,Professional,136.67,1657.04,0.0023191484399298,Low,8.44,1048,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001296,Japan,Healthcare,Enterprise,563.04,5156.56,0.0011853814501852,Low,8.43,1049,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001113,USA,Technology,Professional,224.34,2620.42,0.0022666309626411,Low,8.42,1050,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001427,USA,Technology,Enterprise,985.41,7339.77,0.0036385982101023,Low,8.4,1051,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Address payment issues - offer alternative payment methods,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001069,USA,Manufacturing,Professional,150.89,1539.83,0.0010807391285233,Low,8.39,1054,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001231,Singapore,Media,Enterprise,373.87,3930.98,0.0010654636549411,Low,8.39,1052,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001479,Canada,Finance,Enterprise,930.39,7150.37,0.0002603076317254,Low,8.39,1053,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001238,Germany,Consulting,Enterprise,385.25,3923.58,0.0005738189039762,Low,8.38,1055,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001311,Australia,Healthcare,Enterprise,543.58,4975.09,0.0015979341458762,Low,8.37,1056,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Address payment issues - offer alternative payment methods,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001134,France,Technology,Professional,231.39,2617.94,0.0004785508836108,Low,8.36,1057,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_002391,USA,Energy,Basic,97.38,113.88,1.2302942061855611e-05,Low,8.36,1058,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001329,Japan,Healthcare,Enterprise,962.75,5994.83,0.0111701282126286,Low,8.34,1059,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_002392,Germany,Consulting,Basic,54.33,63.28,1.5456994787629678e-05,Low,8.34,1060,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_002395,Germany,Retail,Basic,48.35,54.81,8.046343988006139e-06,Low,8.34,1061,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001097,Canada,Real Estate,Professional,127.64,1542.35,0.0004007451774927,Low,8.33,1062,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001249,France,Consulting,Enterprise,723.31,5696.64,0.2088827119403767,Low,8.33,1063,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001157,Germany,Consulting,Professional,232.8,2581.03,0.0010041711198753,Low,8.31,1064,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001129,Germany,Technology,Professional,216.94,2386.79,0.0007335806739906,Low,8.3,1065,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001090,Canada,Consulting,Professional,113.24,1389.11,0.0004161900491761,Low,8.29,1067,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_002393,UK,Energy,Basic,64.53,-73.75,1.6470642521770316e-05,Low,8.29,1066,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001268,Canada,Energy,Enterprise,499.15,4582.47,0.0043402683151338,Low,8.26,1069,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001540,USA,Retail,Premium,1908.52,9532.83,0.0309663882013121,Low,8.26,1068,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in VIP loyalty rewards program,5,Enroll in VIP loyalty rewards program,Offer referral bonus program,Provide beta access to new features,Send quarterly appreciation gift
CUST_001331,Germany,Energy,Enterprise,672.24,5657.82,0.0051077810926162,Low,8.23,1070,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001341,USA,Manufacturing,Enterprise,689.66,5660.18,0.0025408467567482,Low,8.22,1071,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001064,France,Energy,Basic,82.58,987.25,0.0039246771261016,Low,8.21,1072,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001138,India,Manufacturing,Professional,193.88,2204.4,0.0006256797020997,Low,8.21,1073,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001182,USA,Consulting,Professional,195.53,2316.77,0.0005498595527475,Low,8.2,1076,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001213,USA,Media,Enterprise,324.08,3301.04,0.0037578531438404,Low,8.2,1075,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001361,Brazil,Technology,Enterprise,686.47,5611.28,0.0006682992429147,Low,8.2,1074,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001110,Japan,Education,Basic,95.5,1169.3,0.0006694085440644,Low,8.19,1077,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001045,Japan,Technology,Basic,62.19,750.16,0.0056026783950341,Low,8.18,1079,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001058,France,Consulting,Basic,71.63,859.66,0.0046333129168973,Low,8.18,1078,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001074,Germany,Retail,Basic,77.04,924.34,0.0012220597237879,Low,8.17,1080,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001161,Brazil,Retail,Professional,190.35,2164.57,0.0002481352750819,Low,8.17,1081,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001050,Australia,Manufacturing,Basic,58.67,729.1800000000001,0.0080956214910476,Low,8.16,1084,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001056,USA,Technology,Basic,64.81,771.86,0.0029562816380427,Low,8.16,1086,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001072,Canada,Consulting,Basic,86.12,873.69,0.0130283988651019,Low,8.16,1085,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Address payment issues - offer alternative payment methods,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001190,UK,Education,Enterprise,307.65,3105.36,0.0074005200262539,Low,8.16,1083,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001193,UK,Retail,Professional,294.58,3129.04,0.0016591354762939,Low,8.16,1082,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001408,Germany,Retail,Enterprise,923.01,6589.59,0.004360796415789,Low,8.14,1087,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001123,Japan,Finance,Professional,167.55,1856.4,0.0040489403867574,Low,8.13,1089,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001131,Australia,Technology,Professional,174.04,1936.5,0.0007438352862227,Low,8.13,1088,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001076,UK,Education,Basic,64.51,795.87,0.0019954908602261,Low,8.12,1090,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001053,Australia,Real Estate,Basic,50.15,601.07,0.0090492679369551,Low,8.11,1091,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001079,USA,Healthcare,Basic,61.95,739.13,0.0014755312862836,Low,8.09,1092,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001085,Canada,Manufacturing,Basic,58.43,733.92,0.0008979056475298,Low,8.08,1095,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001092,USA,Media,Basic,66.09,794.04,0.0006284440314102,Low,8.08,1093,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001173,India,Healthcare,Professional,173.52,1939.88,0.0002361425286152,Low,8.08,1094,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001091,UK,Retail,Basic,64.03,765.41,0.0009791352919184,Low,8.07,1096,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001109,Japan,Technology,Basic,66.36,810.59,0.0002386782628995,Low,8.07,1098,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001480,USA,Energy,Enterprise,878.27,6223.79,0.0003215020466888,Low,8.07,1097,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001086,Canada,Education,Basic,55.02,673.4200000000001,0.0021103759823139,Low,8.06,1100,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001114,UK,Retail,Professional,144.25,1610.44,0.0027640333987413,Low,8.06,1099,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001154,USA,Real Estate,Professional,165.12,1847.94,0.0003412537866318,Low,8.06,1101,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001170,USA,Finance,Professional,164.73,1842.62,0.0012596483730289,Low,8.05,1102,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Address payment issues - offer alternative payment methods,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001108,Canada,Real Estate,Basic,55.83,701.7,0.0007332129384286,Low,8.03,1105,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001128,Japan,Finance,Professional,141.24,1604.28,0.0015479102758519,Low,8.03,1107,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001229,UK,Technology,Professional,278.38,2875.32,0.0004428018214257,Low,8.03,1103,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_002380,Germany,Real Estate,Premium,2383.72,2728.49,2.8070609363740183e-05,Low,8.03,1106,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in VIP loyalty rewards program,5,Enroll in VIP loyalty rewards program,Offer referral bonus program,Provide beta access to new features,Send quarterly appreciation gift
CUST_002387,USA,Healthcare,Enterprise,738.03,1103.31,9.629163475611847e-06,Low,8.03,1104,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
